age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes_x,u_feedLifeCycle_x,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle_y,u_refreshTimes_y,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label_y,cillabel,pro,label_x
6,2,21,411,2,16,7,20,208,1968,8,20,5,17,15,17,15,15,4,2524,79,9,9,14,19,730,5,1,1,-1,-1,0,0
2,2,18,160,4,32,7,31,343,1531,8,15,6,17,10,17,14,17,6,758,165,6,9,11,19,789,7,12,0,-1,-1,98,0
7,2,31,355,2,18,7,19,269,1527,8,37,0,16,15,16,16,16,0,-8,70,9,8,13,16,1031,6,10,1,1,-1,0,0
8,2,34,346,2,20,7,28,214,2426,8,58,0,16,15,16,16,16,0,0,136,0,5,10,19,644,6,2,1,-1,-1,98,0
8,2,20,261,5,17,7,20,292,2368,8,57,4,17,16,17,10,17,7,-22,97,1,9,10,19,381,2,18,1,-1,-1,0,0
9,2,30,375,5,30,5,20,155,1554,8,37,6,17,10,17,14,17,2,6,11,1,0,12,11,499,10,2,0,-1,-1,42,0
2,4,30,202,5,16,2,14,203,1315,8,49,5,17,10,17,14,17,7,2127,17,0,7,13,19,1421,2,1,0,1,-1,0,0
5,2,34,189,3,17,7,21,101,2432,8,34,9,17,14,17,13,17,9,-10,110,0,0,13,16,981,7,2,0,-1,-1,0,0
5,2,33,239,2,31,6,21,149,1486,8,63,6,17,14,17,11,17,9,14,107,0,0,11,19,1171,11,1,0,1,-1,102,0
4,2,43,104,5,30,2,32,254,2508,8,57,7,17,10,17,11,17,5,7,200,1,8,11,19,527,6,1,0,-1,-1,0,0
7,2,13,188,2,23,6,28,278,1504,8,68,8,17,13,17,13,11,6,-1,97,1,4,11,19,1340,6,2,0,-1,-1,0,0
3,2,46,233,4,31,5,19,167,1740,8,17,6,11,16,11,11,17,7,-13,202,0,9,11,19,1452,6,1,0,-1,-1,0,0
7,2,34,83,2,31,6,32,168,2400,8,37,2,11,10,11,11,17,3,-9,60,8,9,11,19,1470,7,1,1,-1,-1,0,0
3,2,28,341,2,33,7,19,143,2124,8,55,0,16,15,16,16,16,0,-5,33,0,9,13,19,351,6,2,1,1,-1,0,0
8,3,42,295,2,17,4,9,111,1683,8,41,9,17,10,17,14,17,5,-6,110,0,8,13,19,898,7,3,0,-1,-1,66,0
5,2,43,332,2,17,7,27,287,1792,8,57,6,17,16,17,10,17,5,1,206,4,2,12,19,594,5,2,0,-1,-1,0,0
5,2,27,368,2,18,4,20,276,1224,8,53,7,17,10,17,14,17,7,-13,38,1,9,12,19,1543,9,1,0,-1,-1,0,0
8,2,43,249,2,17,4,14,114,2505,8,38,9,17,10,17,14,17,9,3,113,0,0,13,16,1041,9,3,0,1,-1,0,0
7,2,16,204,2,17,5,34,122,1510,5,37,6,17,16,17,11,17,7,-5,109,4,9,12,19,785,6,1,1,-1,-1,100,0
3,4,13,398,5,17,5,28,91,2492,8,46,9,17,10,17,14,17,9,-1,13,0,1,13,19,1186,8,3,0,-1,-1,99,1
7,2,33,312,2,16,4,20,133,2530,8,46,7,17,14,17,14,17,4,-15,96,4,4,11,19,972,6,1,0,1,-1,0,0
8,2,21,303,5,33,6,20,225,2104,8,16,0,16,15,16,15,16,0,-11,21,0,8,13,19,235,1,9,1,-1,-1,102,0
7,3,14,388,3,16,5,11,144,1655,8,37,9,17,10,17,14,17,9,-17,22,0,0,11,19,1479,1,2,0,1,-1,0,0
3,2,28,308,2,23,7,18,153,1189,8,9,0,16,15,16,11,16,0,2,169,0,4,13,19,820,6,1,1,-1,-1,0,0
3,2,34,431,2,17,4,21,179,1845,5,36,6,17,14,17,14,17,4,-16,72,9,0,11,19,1108,10,1,1,-1,-1,0,0
3,2,13,381,4,17,5,21,295,1619,8,6,6,17,10,17,14,17,9,-14,199,0,0,13,19,1251,11,1,0,-1,-1,0,0
7,2,21,193,5,34,6,20,217,2191,8,66,5,17,16,17,14,17,8,-5,25,1,9,13,19,316,6,1,1,-1,-1,0,0
2,2,34,189,3,17,5,20,300,1470,8,55,2,17,16,17,13,17,4,-14,33,4,9,11,19,1120,6,1,0,-1,-1,0,0
8,4,26,235,4,17,8,20,270,2131,8,51,8,17,10,17,14,17,9,-13,198,0,0,13,19,1333,7,1,0,-1,-1,0,0
5,2,26,416,2,24,4,13,96,2146,8,26,9,17,14,17,13,17,9,1314,54,1,0,13,19,1496,9,2,0,-1,-1,100,0
3,4,31,290,2,10,7,20,219,2102,8,54,0,16,16,16,15,15,0,4,110,0,8,12,19,1190,6,9,1,-1,-1,0,0
7,2,26,404,2,16,5,28,106,2120,8,52,6,17,14,17,13,17,8,-19,140,0,9,13,19,972,7,2,0,-1,-1,0,0
3,2,27,148,4,34,2,19,342,1515,8,35,8,17,14,17,10,17,8,-19,38,0,0,13,19,1294,19,1,1,-1,-1,71,0
7,4,17,141,4,21,6,30,136,2528,8,53,5,17,10,17,15,17,4,232,163,0,6,13,19,753,7,1,1,1,-1,0,0
7,2,14,293,4,15,6,20,247,2115,8,17,0,16,15,16,16,16,0,-23,98,0,1,13,19,607,1,2,0,1,-1,0,0
8,4,20,156,2,16,6,19,237,2449,8,37,0,11,15,16,10,11,0,2,5,9,6,14,19,132,6,1,0,-1,-1,0,0
7,2,34,261,4,17,5,20,293,2516,8,36,9,17,16,17,14,17,7,-16,99,2,6,11,19,931,7,7,0,-1,-1,0,0
8,2,27,162,2,16,8,12,126,2393,8,36,5,17,14,17,13,17,2,1410,169,0,9,13,19,789,9,9,1,-1,-1,0,0
3,2,26,136,2,17,8,29,296,1115,8,54,7,11,10,17,14,17,7,-26,37,0,9,11,19,233,6,1,1,-1,-1,0,0
7,2,21,371,4,19,5,32,138,2014,8,14,2,11,16,11,17,10,6,2602,171,0,6,11,19,1099,6,1,1,-1,-1,0,0
8,2,18,300,4,34,8,17,286,1089,8,18,0,16,15,16,11,16,0,-4,99,6,9,13,19,1067,6,1,1,-1,-1,0,0
8,2,26,294,2,17,4,21,137,1560,8,57,6,17,13,17,14,17,5,-16,153,4,4,13,19,1102,5,1,0,-1,-1,0,0
5,2,21,161,2,34,6,28,133,2097,8,30,5,16,15,11,11,15,0,-11,85,9,9,10,19,157,6,4,0,-1,-1,0,0
7,2,20,375,3,11,6,20,242,1759,8,40,6,11,16,17,13,11,5,0,213,4,6,13,19,542,1,1,0,-1,-1,0,0
5,2,34,146,4,30,6,19,124,1803,8,20,0,16,15,16,16,16,0,-2,100,7,9,13,19,841,6,12,0,-1,-1,103,0
7,2,26,268,2,16,3,21,156,2189,8,47,6,17,16,17,14,17,7,-8,200,7,9,11,16,898,8,1,0,1,-1,0,0
5,2,33,178,2,33,7,19,262,2126,8,57,0,16,15,16,16,16,0,4,176,0,8,13,19,458,9,7,0,-1,-1,0,0
7,3,20,220,2,16,4,12,196,1258,8,55,4,17,10,17,15,17,8,2395,152,0,9,11,19,0,10,1,0,-1,-1,0,0
9,2,34,350,4,32,7,20,279,2101,8,33,8,11,16,17,11,11,7,1,202,2,0,10,19,857,2,1,0,-1,-1,0,0
7,2,26,415,4,17,2,32,232,1655,8,50,9,17,10,17,14,17,9,-16,8,0,0,14,19,192,11,4,1,1,-1,0,0
5,2,17,341,4,33,5,21,251,1764,8,53,5,17,13,17,15,11,5,-13,162,0,6,11,19,1429,6,2,0,1,-1,0,1
3,2,26,114,5,17,8,20,314,1523,8,52,4,17,14,17,14,17,4,-1,196,9,9,10,19,503,6,2,0,-1,-1,0,0
9,3,17,246,4,16,6,19,258,2437,8,51,2,16,15,17,11,11,0,-10,30,7,9,13,19,991,6,1,1,1,-1,0,0
3,2,44,296,4,17,5,12,125,1595,5,68,5,17,10,17,13,17,9,1555,212,1,4,11,19,920,11,2,0,-1,-1,97,0
5,2,30,346,2,28,7,20,274,1491,8,74,4,11,16,11,11,10,0,11,95,7,9,13,19,1112,2,1,0,-1,-1,0,0
7,4,18,337,2,34,5,19,244,1492,8,39,0,16,15,16,15,16,0,-22,148,6,9,13,19,1080,6,3,1,1,-1,0,0
3,2,13,411,2,16,5,21,106,2110,8,69,2,17,10,17,13,17,7,136,195,2,9,13,19,892,11,1,0,-1,-1,0,0
8,4,27,147,2,17,7,20,128,2509,8,36,6,17,10,17,14,17,7,705,68,2,2,10,16,1324,7,2,0,1,-1,97,0
8,2,20,425,2,16,4,12,175,1626,8,38,9,17,10,17,14,17,8,-1,20,1,0,11,19,480,7,1,0,-1,-1,103,0
3,3,12,345,2,21,7,21,294,1758,5,30,0,17,16,17,14,11,7,834,138,4,0,12,19,849,6,1,1,-1,-1,0,0
4,2,33,239,4,16,7,20,122,1751,8,47,8,17,14,17,13,17,7,-12,50,2,4,11,19,569,10,1,0,-1,-1,0,0
8,3,17,354,2,16,3,23,215,2403,8,47,9,17,14,17,14,17,7,-12,199,2,5,10,19,1078,15,1,0,-1,-1,38,0
5,2,26,150,2,19,7,15,213,2408,8,40,2,17,14,17,14,17,4,1452,97,6,0,13,19,1336,9,2,0,-1,-1,0,0
5,2,33,250,2,34,6,21,179,2104,8,19,7,16,16,17,10,17,2,-13,102,7,8,13,19,1063,6,1,1,-1,-1,0,0
2,4,27,153,4,23,6,32,312,1718,8,53,6,17,16,17,13,17,8,156,95,6,9,13,19,1103,6,1,0,-1,-1,0,0
3,2,44,90,2,11,6,24,129,2386,8,27,0,11,10,17,13,17,6,-20,154,9,9,10,19,894,6,1,1,-1,-1,0,0
8,2,20,337,2,12,6,20,265,2101,8,56,5,11,16,17,10,11,8,-7,180,6,8,11,19,659,2,1,1,-1,-1,0,0
7,2,27,237,2,33,7,19,140,2104,8,37,0,16,15,16,16,16,0,-17,108,0,2,13,19,1125,6,2,1,-1,-1,0,0
5,2,20,233,2,34,4,20,167,2378,5,51,5,17,16,11,15,17,2,2391,40,6,2,11,19,1361,6,2,0,-1,-1,0,1
6,2,33,361,2,16,2,13,222,2388,8,51,4,17,16,17,11,17,7,-6,37,9,6,11,19,1046,6,1,0,1,-1,0,0
6,2,27,150,2,16,7,20,338,2104,8,55,0,17,16,17,14,17,5,-4,87,3,9,11,16,63,14,1,0,-1,-1,0,0
8,2,17,159,3,33,2,11,134,1522,8,12,5,17,10,17,14,17,6,-10,108,2,4,11,19,34,7,7,0,1,-1,97,0
5,2,14,171,2,35,7,20,234,1468,8,48,6,17,14,17,15,17,6,-14,42,2,9,13,19,1122,8,1,0,-1,-1,0,0
6,2,17,138,2,31,7,28,150,1507,8,41,6,11,16,17,15,11,2,3,102,2,9,11,19,598,11,1,0,-1,-1,0,0
8,2,42,378,2,16,6,21,283,1551,8,36,8,17,14,17,14,17,2,-3,76,0,0,13,19,499,5,1,0,-1,-1,0,0
8,2,26,334,2,34,7,28,215,2097,8,67,6,16,16,17,13,17,0,-14,97,9,9,13,19,149,2,1,1,-1,-1,0,0
3,2,21,384,3,34,6,18,240,2420,8,34,4,17,13,17,14,17,8,-5,68,0,0,13,19,1255,20,1,0,-1,-1,101,0
3,2,30,381,2,17,3,12,302,2427,8,26,8,17,10,17,14,17,2,2643,208,6,0,11,19,1403,9,1,0,1,-1,0,0
5,2,43,111,5,17,5,31,169,1563,5,47,7,17,16,17,15,17,9,-14,56,0,9,13,19,1446,6,10,0,1,-1,0,0
3,2,20,111,4,35,3,29,207,2432,8,57,7,17,10,17,11,17,5,-8,97,0,0,14,19,116,5,1,0,-1,-1,0,0
3,2,44,311,4,31,6,29,173,2117,8,32,2,17,14,17,13,17,6,-15,203,1,7,11,19,21,5,1,0,1,-1,0,0
4,2,26,194,2,31,4,18,261,1704,8,53,6,17,16,17,13,17,6,0,109,7,2,11,19,60,6,1,0,-1,-1,0,0
5,2,34,358,5,31,6,20,256,2106,8,14,0,16,15,16,10,10,0,9,148,6,1,13,19,658,6,8,0,-1,-1,21,0
3,2,21,349,4,16,5,11,239,2132,8,35,9,17,10,17,13,17,5,-15,2,7,0,11,19,105,5,1,0,-1,-1,76,0
5,2,18,357,4,19,7,14,236,2397,8,44,7,17,16,17,14,17,2,2416,72,0,2,13,19,1178,4,9,0,-1,-1,0,0
2,3,34,131,2,17,6,12,131,2471,8,46,9,17,14,17,14,17,9,-9,170,0,0,11,19,1481,2,1,0,-1,-1,0,0
9,2,34,129,2,17,6,20,231,1629,8,51,9,17,10,17,13,17,8,-17,5,0,0,13,19,1133,14,4,0,-1,-1,-1,0
2,4,31,370,3,16,5,11,245,2631,8,49,9,17,14,17,14,17,9,-10,11,0,0,11,19,482,4,4,0,-1,-1,99,0
7,2,27,364,2,24,2,21,340,1805,8,54,3,17,16,17,15,17,4,-12,99,9,8,12,19,1366,11,1,0,-1,-1,0,0
7,2,21,308,2,31,5,19,189,1749,8,56,0,16,15,16,16,16,0,-6,218,0,9,13,19,1044,7,9,1,-1,-1,0,0
8,2,17,363,4,32,7,12,121,2101,8,28,0,11,16,11,11,16,0,3,100,0,6,13,19,978,7,1,0,-1,-1,0,0
3,4,21,377,2,32,5,31,231,1553,8,21,5,17,16,17,13,17,7,-19,98,0,0,11,19,442,9,7,0,-1,-1,0,0
2,2,21,181,2,16,7,20,194,1781,8,39,0,16,15,16,11,16,0,1311,77,0,9,12,19,1092,10,1,0,-1,-1,0,0
3,2,30,99,2,34,6,19,126,2104,8,67,0,11,16,16,11,16,0,739,95,9,2,11,19,1160,1,1,0,-1,-1,0,0
8,2,18,388,3,17,4,23,211,1536,8,40,6,17,10,17,15,17,4,-29,202,2,2,13,19,712,9,1,0,1,-1,97,0
3,2,27,363,2,34,6,19,146,2114,8,25,0,16,15,16,16,16,0,5,203,0,8,10,19,276,4,3,1,-1,-1,0,0
8,2,17,384,2,16,2,30,101,2270,8,52,8,17,10,17,13,17,9,2347,198,0,8,13,11,959,10,4,0,-1,-1,0,0
3,2,17,382,3,16,5,22,92,1934,8,42,9,17,14,17,14,17,4,-1,17,0,0,13,19,1059,15,4,1,-1,-1,0,0
5,2,16,204,2,16,4,33,131,2415,8,55,4,17,14,17,14,17,4,-7,167,0,2,13,19,1222,6,1,0,-1,-1,0,0
8,4,20,109,2,34,4,28,258,1513,8,25,0,16,15,16,16,16,0,1,128,6,0,13,19,162,9,2,0,-1,-1,0,0
5,2,30,301,4,34,6,20,334,2112,8,44,0,16,15,16,16,16,0,2408,171,0,2,10,19,802,4,2,0,1,-1,0,0
3,2,21,334,2,31,6,28,141,2105,8,21,0,16,15,16,16,11,0,-5,111,0,2,10,19,1369,12,1,0,-1,-1,0,0
5,2,27,92,5,34,7,13,339,2436,8,42,7,17,16,17,13,10,5,-20,215,0,8,11,16,1307,6,1,1,-1,-1,0,0
8,2,17,203,2,34,2,20,205,2374,8,71,7,15,16,17,14,17,6,-11,61,2,9,13,19,941,3,1,0,-1,-1,0,0
2,2,18,248,5,16,5,35,239,2127,8,51,9,17,10,17,14,17,4,584,109,0,9,11,19,1168,7,3,0,1,-1,0,0
8,4,46,368,5,16,4,17,306,2441,8,16,2,17,13,17,14,17,8,-12,135,2,0,13,19,796,9,4,0,-1,-1,97,0
2,2,27,242,2,30,4,19,354,2460,8,25,0,16,15,16,11,16,0,1,176,0,4,13,19,520,6,7,0,-1,-1,41,0
3,2,45,237,5,16,6,20,180,1424,8,64,0,16,15,16,10,16,0,11,172,0,1,13,19,120,10,1,0,-1,-1,99,0
7,2,18,322,2,32,6,19,333,2433,8,10,0,11,15,17,10,10,0,0,208,0,2,11,19,300,6,3,0,-1,-1,0,0
3,2,33,331,3,16,2,21,177,2468,8,47,9,17,10,17,11,17,7,1363,20,0,8,13,4,1454,6,7,0,1,-1,70,0
5,2,17,154,2,20,6,20,161,1486,8,52,6,11,16,17,15,11,8,12,18,9,2,13,16,895,11,7,0,-1,-1,0,0
3,2,27,356,2,31,5,12,288,1829,8,9,6,17,10,17,14,17,5,2525,166,0,6,13,19,1230,3,7,1,-1,-1,0,0
8,2,29,199,4,16,2,31,97,2432,8,54,8,17,16,17,10,17,9,-16,16,0,9,13,19,1269,10,1,1,-1,-1,0,0
3,2,27,172,2,27,7,20,189,2117,8,24,8,17,16,17,13,17,5,-30,101,9,9,11,19,1008,6,1,0,-1,-1,0,0
5,2,14,98,2,31,7,31,245,2120,8,28,0,11,16,16,13,11,0,704,107,6,8,11,19,1239,6,2,0,-1,-1,101,0
3,4,31,115,5,14,5,19,156,2110,8,42,4,17,14,17,14,17,5,2700,106,0,0,10,19,139,10,3,0,-1,-1,0,0
3,2,21,261,2,34,6,19,255,2111,8,55,0,16,15,16,16,16,0,-8,39,0,9,13,19,282,6,5,1,-1,-1,0,0
2,2,17,385,2,17,6,20,226,2099,8,25,5,16,16,12,11,10,3,-10,56,0,9,13,19,929,7,1,0,-1,-1,0,0
9,2,18,145,2,16,7,20,155,1510,8,61,6,11,16,17,10,17,6,-13,30,0,9,11,19,1260,6,1,0,-1,-1,0,0
7,4,12,362,2,24,5,21,329,1799,8,20,8,17,16,17,14,17,5,2432,195,2,0,13,11,1243,2,7,0,-1,-1,39,0
8,2,26,194,2,17,5,21,101,2124,8,74,9,17,14,17,14,17,9,-11,206,1,0,13,19,119,7,2,0,-1,-1,96,0
3,2,17,163,5,17,7,20,128,1762,8,36,2,17,13,17,13,17,8,-2,96,2,0,13,19,-124,2,2,0,-1,-1,0,0
3,2,31,150,2,23,5,30,325,2115,8,44,0,16,15,16,11,16,0,-2,63,0,0,13,19,882,6,7,1,-1,-1,103,0
7,2,17,149,2,18,5,21,218,2128,8,39,9,17,13,17,13,17,9,-10,212,0,0,13,19,1058,1,3,0,1,-1,0,0
5,2,17,379,3,15,5,17,102,2481,8,40,2,17,14,17,14,17,6,-14,165,0,0,13,11,689,6,4,0,1,-1,0,0
3,3,34,381,4,18,7,27,238,1543,8,34,4,17,16,17,14,17,2,2404,140,0,0,11,19,1026,7,7,0,-1,-1,0,0
8,4,42,170,5,17,3,19,218,2421,8,28,6,17,10,17,11,17,2,-16,214,3,2,11,11,1145,5,1,0,-1,-1,0,0
3,2,45,236,2,32,7,20,241,1173,8,15,5,11,16,17,13,11,5,298,91,9,9,13,19,1150,6,1,1,1,-1,0,0
8,2,21,224,2,17,5,21,94,1867,8,53,9,17,10,17,13,17,4,2300,203,0,0,11,19,327,10,1,0,1,-1,0,0
3,2,26,126,2,15,3,27,115,1530,8,52,5,17,16,17,11,17,6,1423,141,6,8,13,16,1204,14,1,0,-1,-1,0,0
3,2,26,383,2,16,4,31,103,2467,8,39,9,17,14,17,14,17,9,2965,170,0,0,13,11,195,13,2,0,-1,-1,0,0
7,2,26,313,2,16,5,13,314,2420,8,19,9,17,14,17,14,17,9,6,170,0,0,11,19,1177,4,4,0,-1,-1,0,0
8,2,46,115,2,32,6,20,376,1481,5,42,2,17,16,17,15,17,2,-2,52,9,9,11,19,1223,6,1,0,-1,-1,0,0
5,2,26,363,2,24,5,29,217,2097,8,28,2,17,16,16,15,11,0,-3,99,7,9,11,19,933,16,1,0,-1,-1,0,0
3,2,30,142,2,16,3,38,99,1918,5,68,5,17,10,17,13,17,2,177,12,4,6,13,19,1500,8,2,0,-1,-1,74,0
3,2,20,391,2,17,5,21,107,2568,8,36,2,17,14,17,14,17,4,2337,109,0,0,13,19,164,10,2,0,-1,-1,0,0
7,2,30,167,2,17,5,32,260,1571,8,65,8,17,10,17,13,17,8,1407,47,1,2,10,19,865,8,2,0,-1,-1,0,0
7,2,18,142,5,31,2,19,122,1784,8,62,8,11,16,17,14,11,5,-7,66,0,6,10,19,1126,11,1,1,-1,-1,0,0
7,2,17,354,4,17,6,10,222,2465,8,35,7,17,16,17,17,17,8,-15,185,0,2,13,19,84,7,20,0,-1,-1,99,0
8,2,27,154,4,27,5,35,264,2401,8,41,8,17,16,17,13,17,6,-16,169,9,2,13,19,890,19,1,1,-1,-1,100,0
3,2,18,153,2,20,6,21,271,1079,8,15,2,15,15,16,14,10,4,10,205,7,1,11,19,1298,6,1,1,-1,-1,0,0
5,2,14,176,4,30,7,19,235,2133,8,55,0,16,15,16,16,16,0,-4,106,0,8,13,19,514,6,2,1,-1,-1,0,0
3,2,27,114,5,35,4,20,247,1991,8,8,4,17,16,17,13,17,7,-10,204,6,6,13,19,1097,6,1,1,-1,-1,0,0
8,2,21,327,2,23,5,20,359,1538,8,55,0,16,15,16,16,16,0,564,97,0,8,13,19,299,6,2,0,-1,-1,0,0
9,2,21,209,4,16,4,21,284,1614,8,48,8,17,14,17,15,17,4,-13,133,1,6,13,19,1397,6,7,0,-1,-1,0,0
8,4,20,261,4,16,7,12,295,2407,8,20,2,17,10,17,14,11,8,-9,109,9,6,13,19,1334,11,2,0,-1,-1,0,0
7,2,34,241,4,16,5,29,142,1601,8,40,8,17,14,17,14,17,9,-7,31,0,0,13,19,1204,6,1,0,1,-1,0,0
5,2,27,106,2,17,6,27,115,1499,8,55,6,17,14,17,10,17,4,-16,99,7,9,11,19,993,2,1,0,-1,-1,0,0
8,2,20,373,5,16,2,20,296,2425,8,44,9,17,14,17,14,17,2,-11,99,9,9,11,19,567,2,3,0,1,-1,0,0
5,2,18,348,2,31,3,32,345,2098,8,23,4,16,16,16,16,15,4,2382,176,0,9,11,16,1031,6,1,0,-1,-1,0,0
5,2,13,268,3,34,4,20,132,2103,8,28,6,11,16,17,11,17,4,-13,115,2,9,11,19,324,2,1,1,-1,-1,40,0
2,2,22,148,2,22,7,19,324,2127,8,43,0,16,15,16,15,16,0,-17,117,0,8,11,19,182,6,8,1,-1,-1,0,0
8,2,27,430,4,34,7,28,220,2113,8,45,0,16,15,16,16,16,0,3,63,0,8,13,19,457,6,1,1,-1,-1,0,0
8,2,33,435,5,17,6,20,103,2103,8,42,6,17,16,17,10,17,5,92,20,0,6,13,19,209,10,7,0,-1,-1,0,1
5,3,45,149,2,27,4,28,142,2021,8,54,7,17,10,17,13,17,9,2213,206,0,9,10,19,592,9,1,1,-1,-1,0,0
5,2,13,367,2,33,4,10,106,2447,8,69,5,17,16,17,15,17,9,0,206,2,0,13,11,748,9,3,0,-1,-1,0,0
7,2,45,117,5,17,6,20,142,1426,8,52,7,11,16,17,15,17,0,0,112,0,2,14,19,259,7,2,0,-1,-1,0,0
7,3,42,309,2,26,4,31,137,1578,8,39,6,17,10,17,15,17,6,2464,102,0,0,13,19,1047,11,2,0,-1,-1,0,0
5,2,14,125,2,30,6,19,163,2115,8,37,0,11,15,16,16,16,0,-7,114,3,2,13,19,147,16,1,1,-1,-1,0,0
3,4,18,150,2,16,5,13,268,2154,8,44,9,17,14,17,14,17,9,-15,209,0,0,13,19,1520,7,1,0,1,-1,99,0
2,2,27,247,3,31,3,21,235,1991,8,61,8,17,14,17,14,17,2,-6,111,0,9,11,19,1239,3,1,0,1,-1,0,0
9,4,33,400,2,19,5,20,118,2305,8,53,9,17,14,17,14,17,6,1377,210,0,8,13,19,628,7,1,0,1,-1,42,0
5,2,18,201,5,31,2,23,136,2426,8,15,4,17,16,17,14,17,7,2459,5,3,6,13,19,1096,19,1,0,-1,-1,0,0
3,2,43,321,2,16,6,32,281,1545,8,7,9,17,10,17,13,17,9,2416,208,0,0,13,19,930,5,1,0,-1,-1,0,0
5,2,18,426,2,19,7,20,235,1532,8,26,0,16,15,16,15,16,0,-8,113,9,9,11,19,1297,17,1,0,-1,-1,0,0
7,2,14,106,3,17,6,20,128,1512,8,35,5,17,14,17,11,17,7,-10,199,3,5,11,19,1390,2,1,0,1,-1,0,0
3,2,34,281,2,32,5,20,223,1762,8,15,6,14,16,17,14,11,4,727,16,3,9,11,19,1204,17,2,1,-1,-1,0,0
3,2,18,322,5,24,3,20,220,1879,8,54,2,17,10,17,14,17,4,2387,94,1,9,13,19,1219,5,1,1,-1,-1,0,0
3,4,34,378,2,31,6,12,160,2150,8,35,9,17,10,17,13,17,9,78,96,2,0,13,19,1081,10,3,0,1,-1,72,0
7,2,49,140,4,33,5,19,225,2119,8,42,0,16,15,16,16,16,0,-28,8,7,8,11,19,413,6,1,0,-1,-1,0,0
8,2,13,112,5,33,5,31,331,2109,8,43,5,17,16,17,13,17,9,9,19,1,8,11,19,-17,6,4,0,-1,-1,101,0
2,2,45,243,5,34,6,31,132,1768,8,41,4,17,16,17,10,17,7,-11,178,0,9,11,19,209,6,2,0,-1,-1,0,0
8,2,26,395,5,23,4,29,138,1508,8,55,0,16,16,16,13,11,0,-2,100,9,7,11,19,931,11,2,0,-1,-1,0,0
8,2,34,306,4,19,7,20,251,2112,5,13,0,16,15,16,11,16,0,-23,183,9,7,13,19,376,6,1,0,-1,-1,0,0
8,2,13,331,2,32,6,20,294,2099,8,41,4,17,11,17,14,17,6,-18,82,0,0,11,19,234,7,1,1,-1,-1,0,0
8,2,21,112,2,32,7,20,153,1141,8,20,5,14,16,16,17,17,7,1343,56,4,9,13,16,167,15,2,0,-1,-1,0,1
3,2,46,253,2,30,7,28,271,2110,8,38,0,16,15,16,16,16,0,-11,107,0,9,13,19,1106,6,1,0,-1,-1,0,0
7,2,30,150,5,34,6,11,259,2446,8,16,0,11,16,16,10,10,0,2734,94,6,9,11,19,1076,7,1,0,-1,-1,0,0
7,2,29,288,4,32,2,20,170,2038,8,53,4,17,14,17,14,17,8,-14,109,1,0,13,19,1498,11,1,1,-1,-1,0,0
8,4,13,139,4,16,7,29,138,2187,8,52,4,17,16,17,10,17,9,-6,99,4,9,13,19,1295,6,1,1,-1,-1,0,0
5,2,20,308,2,35,6,31,100,1510,8,54,8,17,16,17,14,17,6,-5,20,0,9,11,19,1074,11,1,0,-1,-1,0,0
6,2,12,163,2,17,3,21,212,1456,8,55,6,17,14,17,11,17,8,12,221,9,4,11,19,1337,6,11,1,1,-1,19,0
5,2,46,263,2,16,6,32,251,1789,8,14,6,17,10,17,14,17,6,-17,202,4,0,13,19,1023,5,1,0,1,-1,0,0
5,2,35,283,2,30,6,28,186,2126,8,53,0,16,15,16,16,16,0,-17,70,0,2,13,19,1050,6,3,0,-1,-1,0,0
9,2,13,318,5,17,7,20,289,1516,8,38,4,17,14,17,14,17,2,-4,94,1,9,13,19,449,10,4,0,-1,-1,40,0
8,2,12,199,2,16,5,28,103,1848,8,54,2,17,14,17,14,17,9,1523,76,9,2,10,19,97,11,1,0,1,-1,0,0
3,4,13,311,4,34,7,21,325,1738,8,54,4,11,16,17,15,17,4,-6,178,0,2,13,19,967,6,1,0,-1,-1,0,0
8,2,26,393,4,16,5,12,101,2147,8,25,9,17,10,17,13,17,9,1482,9,4,0,13,19,772,1,7,0,-1,-1,98,0
7,2,17,155,3,16,5,35,220,1885,8,18,7,17,14,17,13,17,2,2112,204,0,0,13,19,214,6,7,0,-1,-1,43,0
5,2,45,393,2,16,2,20,298,1577,8,30,4,17,13,17,14,17,8,-17,50,6,2,14,4,928,6,1,1,-1,-1,0,0
3,2,45,298,5,17,7,21,204,1959,8,52,9,17,10,17,14,17,9,96,170,9,0,13,19,1320,4,3,0,-1,-1,0,0
6,2,21,236,2,34,4,19,124,1437,8,54,2,17,14,17,11,11,2,5,96,0,6,13,16,736,7,4,0,-1,-1,99,1
8,2,27,388,4,31,6,13,258,1464,8,36,2,11,16,17,11,15,4,-9,35,6,9,13,19,309,6,1,0,1,-1,0,0
3,2,28,294,2,34,7,28,216,1507,8,37,0,16,15,16,16,14,0,2449,85,9,9,11,19,1487,9,6,0,1,-1,0,0
3,2,43,371,4,17,2,20,226,2114,8,40,6,17,10,17,13,17,4,-10,11,0,0,11,19,1202,7,1,0,-1,-1,0,0
5,2,31,162,2,30,5,19,228,1522,8,23,0,16,15,16,16,16,0,-6,134,0,2,13,19,1149,6,1,1,-1,-1,0,0
8,3,34,417,5,20,2,13,125,2385,8,56,7,17,16,17,15,17,2,-6,169,9,9,11,19,1313,7,1,0,-1,-1,0,0
