,Accuracy,AUC,F1,Recall,Precision,AP,TPR,FPR,TNR,FNR
holdout_DS_3_LR,1.0,0.971,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
holdout_DS_3_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.001,0.999,1.0
holdout_DS_3_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_3_NB,0.96,0.983,0.01,1.0,0.005,0.009,1.0,0.04,0.96,0.0
holdout_DS_3_SVM,1.0,0.965,0.0,0.0,0.0,0.011,0.0,0.0,1.0,1.0
holdout_DS_3_RF,1.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_3_XGB,1.0,0.803,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_DS_4_LR,1.0,0.952,0.0,0.0,0.0,0.003,0.0,0.0,1.0,1.0
training_DS_4_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_4_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_4_NB,0.96,0.955,0.005,0.5,0.002,0.006,0.5,0.04,0.96,0.5
training_DS_4_SVM,1.0,0.798,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
training_DS_4_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_4_XGB,1.0,0.547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_4_LR,1.0,0.959,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
holdout_DS_4_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_4_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_4_NB,0.954,0.98,0.009,1.0,0.004,0.009,1.0,0.046,0.954,0.0
holdout_DS_4_SVM,1.0,0.96,0.0,0.0,0.0,0.012,0.0,0.0,1.0,1.0
holdout_DS_4_RF,1.0,0.492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_4_XGB,1.0,0.813,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_DS_5_LR,1.0,0.963,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
training_DS_5_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_5_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_5_NB,0.96,0.982,0.01,1.0,0.005,0.008,1.0,0.04,0.96,0.0
training_DS_5_SVM,1.0,0.902,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
training_DS_5_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_DS_5_XGB,1.0,0.68,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_DS_5_LR,1.0,0.977,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
holdout_DS_5_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_5_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_5_NB,0.956,0.986,0.009,1.0,0.005,0.012,1.0,0.044,0.956,0.0
holdout_DS_5_SVM,1.0,0.934,0.0,0.0,0.0,0.015,0.0,0.0,1.0,1.0
holdout_DS_5_RF,1.0,0.492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_DS_5_XGB,1.0,0.834,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_1_LR,1.0,0.97,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
training_TabDDPM_1_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_1_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_1_NB,1.0,0.73,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_1_SVM,1.0,0.849,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
training_TabDDPM_1_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_1_XGB,1.0,0.69,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
holdout_TabDDPM_1_LR,1.0,0.985,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.0
holdout_TabDDPM_1_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_1_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_1_NB,0.999,0.764,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_1_SVM,1.0,0.675,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_1_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_1_XGB,1.0,0.845,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_2_LR,1.0,0.93,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
training_TabDDPM_2_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_2_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_2_NB,1.0,0.67,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_2_SVM,1.0,0.852,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
training_TabDDPM_2_RF,1.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_2_XGB,1.0,0.819,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
holdout_TabDDPM_2_LR,1.0,0.965,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
holdout_TabDDPM_2_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_2_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_2_NB,1.0,0.669,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_2_SVM,1.0,0.656,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_2_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_2_XGB,1.0,0.903,0.0,0.0,0.0,0.005,0.0,0.0,1.0,1.0
training_TabDDPM_3_LR,1.0,0.94,0.0,0.0,0.0,0.003,0.0,0.0,1.0,1.0
training_TabDDPM_3_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_3_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_3_NB,1.0,0.651,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_3_SVM,1.0,0.847,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_3_RF,1.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_3_XGB,1.0,0.661,0.0,0.0,0.0,0.002,0.0,0.0,1.0,1.0
holdout_TabDDPM_3_LR,1.0,0.966,0.0,0.0,0.0,0.007,0.0,0.0,1.0,1.0
holdout_TabDDPM_3_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_3_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_3_NB,1.0,0.642,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_3_SVM,1.0,0.677,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_3_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_3_XGB,1.0,0.869,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_4_LR,1.0,0.944,0.0,0.0,0.0,0.003,0.0,0.0,1.0,1.0
training_TabDDPM_4_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_4_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_4_NB,1.0,0.642,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_4_SVM,1.0,0.791,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_4_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_4_XGB,1.0,0.69,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_4_LR,1.0,0.973,0.0,0.0,0.0,0.007,0.0,0.0,1.0,1.0
holdout_TabDDPM_4_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_4_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_4_NB,1.0,0.637,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_4_SVM,1.0,0.567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_4_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_4_XGB,1.0,0.712,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_5_LR,1.0,0.96,0.0,0.0,0.0,0.004,0.0,0.0,1.0,1.0
training_TabDDPM_5_DT,0.999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_5_KNN,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_5_NB,1.0,0.635,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_5_SVM,1.0,0.83,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
training_TabDDPM_5_RF,1.0,0.494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
training_TabDDPM_5_XGB,1.0,0.79,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_5_LR,1.0,0.97,0.0,0.0,0.0,0.006,0.0,0.0,1.0,1.0
holdout_TabDDPM_5_DT,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_5_KNN,1.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_5_NB,1.0,0.625,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_5_SVM,1.0,0.642,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
holdout_TabDDPM_5_RF,1.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
holdout_TabDDPM_5_XGB,1.0,0.74,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.0
