,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label,cillabel,pro
3323,10.0,17.0,13.0,17.0,4.0,0.0,195.0,7.0,9.0,10.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
3324,15.0,16.0,17.0,16.0,0.0,0.0,17.0,0.0,3.0,11.0,19.0,1223.0,11.0,9.0,0.0,0.0,0.0,0.0
3325,10.0,17.0,15.0,17.0,4.0,0.0,216.0,1.0,4.0,11.0,19.0,903.0,6.0,1.0,1.0,0.0,0.0,0.0
3326,14.0,17.0,14.0,17.0,4.0,0.0,98.0,3.0,7.0,11.0,19.0,934.0,6.0,1.0,1.0,0.0,0.0,0.0
3327,14.0,17.0,10.0,17.0,5.0,0.0,86.0,8.0,8.0,13.0,19.0,1364.0,5.0,6.0,0.0,0.0,0.0,0.0
3328,10.0,11.0,14.0,15.0,0.0,0.0,112.0,0.0,9.0,11.0,19.0,943.0,6.0,1.0,1.0,0.0,0.0,0.0
3329,14.0,17.0,13.0,17.0,2.0,0.0,10.0,0.0,5.0,10.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
3330,14.0,11.0,14.0,11.0,2.0,0.0,98.0,0.0,2.0,14.0,11.0,506.0,1.0,1.0,0.0,0.0,0.0,0.0
3331,11.0,17.0,14.0,17.0,0.0,0.0,22.0,4.0,6.0,13.0,19.0,1377.0,12.0,2.0,0.0,0.0,0.0,0.0
3332,14.0,17.0,13.0,17.0,0.0,0.0,98.0,0.0,9.0,10.0,19.0,25.0,6.0,1.0,1.0,0.0,0.0,0.0
3333,16.0,17.0,14.0,17.0,5.0,0.0,98.0,0.0,0.0,13.0,19.0,1391.0,7.0,12.0,0.0,0.0,0.0,0.0
3334,16.0,17.0,10.0,17.0,9.0,0.0,195.0,0.0,1.0,13.0,16.0,369.0,3.0,1.0,0.0,0.0,0.0,0.0
3335,14.0,17.0,14.0,11.0,0.0,2859.0,157.0,3.0,9.0,13.0,19.0,73.0,7.0,2.0,0.0,0.0,0.0,0.0
3336,16.0,11.0,11.0,15.0,0.0,0.0,27.0,0.0,0.0,12.0,1.0,779.0,7.0,2.0,0.0,0.0,0.0,0.0
3337,14.0,17.0,13.0,17.0,9.0,0.0,220.0,9.0,9.0,11.0,19.0,25.0,10.0,11.0,0.0,0.0,0.0,0.0
3338,14.0,17.0,14.0,17.0,6.0,0.0,112.0,3.0,9.0,11.0,19.0,25.0,6.0,1.0,1.0,1.0,0.0,40.0
3339,10.0,11.0,13.0,11.0,0.0,0.0,206.0,8.0,9.0,11.0,19.0,841.0,7.0,1.0,1.0,0.0,0.0,0.0
3340,16.0,17.0,15.0,17.0,5.0,0.0,78.0,6.0,9.0,11.0,19.0,998.0,13.0,1.0,0.0,0.0,0.0,0.0
3341,14.0,17.0,13.0,11.0,0.0,0.0,17.0,0.0,0.0,13.0,19.0,506.0,7.0,1.0,1.0,0.0,0.0,0.0
3342,11.0,17.0,13.0,17.0,4.0,0.0,78.0,2.0,9.0,10.0,19.0,648.0,6.0,1.0,1.0,0.0,0.0,0.0
3343,14.0,17.0,14.0,17.0,3.0,0.0,39.0,6.0,9.0,10.0,19.0,1277.0,4.0,3.0,0.0,0.0,0.0,0.0
3344,14.0,15.0,13.0,15.0,0.0,0.0,195.0,8.0,9.0,11.0,19.0,1319.0,9.0,1.0,0.0,0.0,0.0,0.0
3345,11.0,17.0,13.0,17.0,6.0,0.0,112.0,0.0,9.0,10.0,19.0,327.0,6.0,1.0,1.0,0.0,0.0,0.0
3346,16.0,17.0,14.0,17.0,9.0,0.0,98.0,0.0,0.0,13.0,19.0,928.0,7.0,1.0,1.0,0.0,0.0,0.0
3347,14.0,17.0,13.0,17.0,5.0,0.0,109.0,0.0,0.0,10.0,19.0,1277.0,14.0,1.0,0.0,0.0,0.0,0.0
3348,15.0,16.0,15.0,16.0,0.0,0.0,57.0,0.0,0.0,11.0,19.0,619.0,7.0,2.0,0.0,0.0,0.0,0.0
3349,13.0,17.0,13.0,17.0,6.0,0.0,98.0,1.0,9.0,10.0,19.0,293.0,6.0,1.0,1.0,0.0,0.0,0.0
3350,14.0,17.0,10.0,17.0,4.0,0.0,98.0,0.0,0.0,13.0,19.0,1185.0,8.0,1.0,0.0,0.0,0.0,0.0
3351,15.0,16.0,15.0,16.0,0.0,0.0,8.0,9.0,9.0,10.0,19.0,1075.0,6.0,1.0,1.0,0.0,0.0,0.0
3352,14.0,17.0,14.0,17.0,3.0,0.0,98.0,0.0,0.0,13.0,19.0,934.0,5.0,2.0,0.0,0.0,0.0,0.0
3353,14.0,17.0,13.0,11.0,0.0,0.0,195.0,6.0,9.0,10.0,19.0,1277.0,6.0,1.0,1.0,0.0,0.0,0.0
3354,15.0,16.0,15.0,16.0,0.0,0.0,98.0,0.0,9.0,10.0,19.0,1243.0,6.0,1.0,1.0,0.0,0.0,0.0
3355,15.0,16.0,16.0,16.0,0.0,0.0,98.0,2.0,9.0,11.0,19.0,945.0,6.0,1.0,1.0,0.0,0.0,0.0
3356,10.0,17.0,10.0,17.0,0.0,0.0,17.0,0.0,7.0,11.0,19.0,1086.0,6.0,1.0,1.0,0.0,0.0,0.0
3357,14.0,17.0,14.0,17.0,4.0,0.0,216.0,0.0,0.0,10.0,19.0,1205.0,11.0,1.0,0.0,0.0,0.0,0.0
3358,11.0,17.0,13.0,17.0,2.0,0.0,168.0,0.0,9.0,10.0,19.0,327.0,6.0,1.0,1.0,0.0,0.0,0.0
3359,14.0,17.0,13.0,17.0,9.0,0.0,168.0,0.0,0.0,11.0,19.0,1277.0,6.0,1.0,1.0,0.0,0.0,0.0
3360,11.0,17.0,15.0,17.0,4.0,0.0,98.0,0.0,9.0,11.0,19.0,1377.0,12.0,2.0,0.0,0.0,0.0,0.0
3361,16.0,17.0,14.0,17.0,4.0,0.0,98.0,0.0,0.0,11.0,19.0,1424.0,6.0,1.0,1.0,0.0,0.0,0.0
3362,14.0,17.0,14.0,17.0,9.0,0.0,171.0,0.0,0.0,10.0,16.0,1277.0,3.0,2.0,0.0,0.0,0.0,0.0
3363,10.0,17.0,13.0,17.0,9.0,0.0,171.0,0.0,0.0,11.0,19.0,784.0,10.0,3.0,0.0,0.0,0.0,0.0
3364,16.0,17.0,13.0,11.0,0.0,0.0,17.0,8.0,9.0,13.0,19.0,1424.0,7.0,1.0,1.0,0.0,0.0,0.0
3365,14.0,17.0,13.0,17.0,4.0,0.0,27.0,2.0,2.0,11.0,19.0,1277.0,0.0,1.0,0.0,0.0,0.0,0.0
3366,15.0,16.0,16.0,16.0,0.0,0.0,98.0,0.0,9.0,11.0,19.0,619.0,6.0,1.0,1.0,0.0,0.0,0.0
3367,14.0,17.0,13.0,15.0,0.0,0.0,179.0,0.0,9.0,10.0,19.0,565.0,6.0,1.0,1.0,0.0,0.0,0.0
3368,10.0,17.0,10.0,17.0,6.0,0.0,98.0,0.0,7.0,11.0,19.0,929.0,5.0,2.0,0.0,0.0,0.0,0.0
3369,14.0,17.0,13.0,17.0,2.0,0.0,56.0,9.0,9.0,11.0,19.0,565.0,12.0,1.0,0.0,0.0,0.0,0.0
3370,13.0,17.0,14.0,17.0,9.0,0.0,219.0,0.0,0.0,13.0,19.0,916.0,10.0,17.0,0.0,0.0,0.0,0.0
3371,16.0,17.0,10.0,11.0,0.0,0.0,98.0,8.0,9.0,13.0,19.0,735.0,11.0,1.0,0.0,0.0,0.0,0.0
3372,16.0,17.0,15.0,17.0,2.0,0.0,17.0,0.0,9.0,10.0,19.0,859.0,6.0,1.0,1.0,0.0,0.0,0.0
3373,14.0,17.0,13.0,17.0,7.0,0.0,65.0,0.0,0.0,11.0,3.0,1025.0,12.0,5.0,0.0,0.0,0.0,0.0
3374,16.0,17.0,14.0,17.0,4.0,0.0,98.0,0.0,3.0,11.0,19.0,1424.0,6.0,1.0,1.0,0.0,0.0,0.0
3375,10.0,17.0,14.0,17.0,4.0,0.0,141.0,9.0,9.0,14.0,19.0,1481.0,9.0,3.0,0.0,0.0,0.0,0.0
3376,10.0,17.0,13.0,17.0,4.0,0.0,57.0,0.0,6.0,10.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
3377,10.0,17.0,13.0,17.0,4.0,0.0,16.0,2.0,8.0,11.0,19.0,841.0,7.0,3.0,0.0,0.0,0.0,0.0
3378,10.0,17.0,13.0,17.0,4.0,0.0,10.0,0.0,8.0,11.0,19.0,842.0,6.0,1.0,1.0,0.0,0.0,0.0
3379,14.0,17.0,14.0,17.0,4.0,0.0,219.0,0.0,2.0,10.0,19.0,1205.0,7.0,1.0,1.0,0.0,0.0,0.0
3380,16.0,11.0,14.0,11.0,0.0,0.0,17.0,9.0,8.0,13.0,19.0,998.0,6.0,2.0,0.0,0.0,0.0,0.0
3381,16.0,17.0,11.0,17.0,2.0,0.0,152.0,0.0,3.0,11.0,19.0,1123.0,6.0,2.0,0.0,0.0,0.0,0.0
3382,14.0,17.0,15.0,17.0,4.0,0.0,98.0,1.0,9.0,10.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
3383,16.0,17.0,13.0,17.0,4.0,0.0,171.0,0.0,0.0,11.0,19.0,998.0,9.0,1.0,0.0,0.0,0.0,0.0
3384,16.0,11.0,13.0,13.0,0.0,0.0,86.0,9.0,9.0,11.0,19.0,1278.0,9.0,1.0,0.0,0.0,0.0,0.0
3385,14.0,17.0,13.0,17.0,4.0,0.0,116.0,0.0,0.0,11.0,19.0,506.0,6.0,1.0,0.0,0.0,0.0,0.0
3386,16.0,17.0,13.0,17.0,8.0,0.0,98.0,0.0,9.0,10.0,19.0,998.0,6.0,1.0,1.0,0.0,0.0,0.0
3387,14.0,17.0,15.0,17.0,5.0,2908.0,128.0,1.0,9.0,11.0,19.0,739.0,7.0,1.0,1.0,0.0,0.0,0.0
3388,11.0,17.0,13.0,17.0,9.0,1410.0,112.0,2.0,7.0,13.0,11.0,327.0,3.0,1.0,0.0,0.0,0.0,0.0
3389,14.0,17.0,13.0,17.0,0.0,0.0,0.0,0.0,4.0,10.0,19.0,320.0,6.0,1.0,1.0,0.0,0.0,0.0
3390,16.0,11.0,11.0,11.0,2.0,0.0,98.0,0.0,0.0,13.0,19.0,978.0,19.0,1.0,0.0,0.0,0.0,0.0
3391,14.0,17.0,13.0,17.0,5.0,0.0,216.0,0.0,0.0,11.0,19.0,565.0,19.0,1.0,0.0,0.0,0.0,0.0
3392,14.0,17.0,14.0,17.0,0.0,0.0,102.0,0.0,2.0,11.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
3393,14.0,17.0,13.0,17.0,4.0,0.0,78.0,0.0,9.0,10.0,19.0,1277.0,6.0,1.0,1.0,0.0,0.0,0.0
3394,14.0,17.0,14.0,17.0,4.0,0.0,98.0,0.0,3.0,11.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
3395,14.0,17.0,15.0,17.0,4.0,2859.0,218.0,2.0,7.0,11.0,19.0,1361.0,17.0,1.0,0.0,0.0,0.0,0.0
3396,14.0,17.0,13.0,17.0,0.0,0.0,98.0,5.0,9.0,10.0,19.0,565.0,6.0,1.0,1.0,0.0,0.0,0.0
3397,10.0,15.0,10.0,15.0,0.0,0.0,98.0,4.0,9.0,11.0,19.0,1086.0,6.0,1.0,1.0,0.0,0.0,0.0
3398,14.0,17.0,14.0,17.0,2.0,0.0,98.0,7.0,9.0,11.0,19.0,24.0,6.0,1.0,1.0,0.0,0.0,0.0
3399,16.0,17.0,15.0,17.0,3.0,0.0,86.0,7.0,9.0,11.0,19.0,1088.0,10.0,3.0,0.0,0.0,0.0,0.0
3400,14.0,17.0,13.0,17.0,5.0,0.0,65.0,6.0,8.0,11.0,3.0,1474.0,3.0,1.0,0.0,0.0,0.0,0.0
3401,14.0,17.0,13.0,11.0,2.0,0.0,199.0,7.0,9.0,13.0,19.0,565.0,8.0,3.0,0.0,0.0,0.0,0.0
3402,10.0,17.0,10.0,17.0,2.0,879.0,168.0,0.0,2.0,12.0,19.0,929.0,8.0,1.0,0.0,1.0,0.0,100.0
3403,14.0,17.0,13.0,11.0,6.0,0.0,98.0,0.0,5.0,10.0,19.0,1277.0,6.0,1.0,1.0,0.0,0.0,0.0
3404,15.0,16.0,15.0,16.0,0.0,0.0,169.0,0.0,7.0,10.0,19.0,1348.0,6.0,1.0,1.0,0.0,0.0,0.0
3405,14.0,17.0,14.0,17.0,3.0,0.0,141.0,8.0,9.0,13.0,19.0,640.0,9.0,1.0,0.0,0.0,0.0,0.0
3406,14.0,17.0,13.0,17.0,5.0,0.0,216.0,0.0,0.0,11.0,19.0,506.0,4.0,3.0,0.0,0.0,0.0,0.0
3407,16.0,17.0,15.0,17.0,7.0,0.0,98.0,0.0,9.0,10.0,19.0,998.0,6.0,1.0,1.0,1.0,0.0,100.0
3408,15.0,16.0,15.0,16.0,0.0,0.0,98.0,3.0,9.0,10.0,19.0,487.0,6.0,1.0,1.0,0.0,0.0,0.0
3409,11.0,17.0,13.0,17.0,0.0,0.0,78.0,3.0,9.0,11.0,19.0,1377.0,6.0,1.0,1.0,0.0,0.0,0.0
3410,16.0,15.0,10.0,10.0,0.0,0.0,98.0,0.0,9.0,10.0,19.0,369.0,6.0,1.0,1.0,0.0,0.0,0.0
3411,14.0,11.0,14.0,15.0,0.0,0.0,50.0,9.0,9.0,13.0,19.0,24.0,9.0,1.0,0.0,0.0,0.0,0.0
3412,14.0,17.0,10.0,17.0,0.0,0.0,98.0,1.0,9.0,14.0,19.0,1482.0,6.0,1.0,1.0,0.0,0.0,0.0
3413,10.0,17.0,14.0,17.0,5.0,0.0,98.0,0.0,0.0,13.0,19.0,1481.0,6.0,9.0,0.0,0.0,0.0,0.0
3414,16.0,17.0,13.0,17.0,2.0,0.0,78.0,0.0,9.0,11.0,19.0,1278.0,6.0,1.0,1.0,0.0,0.0,0.0
3415,14.0,17.0,13.0,17.0,6.0,0.0,78.0,0.0,8.0,11.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
3416,14.0,17.0,13.0,17.0,4.0,0.0,10.0,9.0,9.0,13.0,19.0,1319.0,5.0,2.0,0.0,0.0,0.0,0.0
3417,14.0,17.0,15.0,17.0,4.0,0.0,98.0,0.0,9.0,10.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
3418,13.0,17.0,15.0,17.0,6.0,0.0,39.0,0.0,8.0,11.0,19.0,293.0,5.0,7.0,0.0,0.0,0.0,0.0
3419,14.0,17.0,15.0,17.0,4.0,0.0,220.0,8.0,9.0,11.0,19.0,1122.0,13.0,1.0,0.0,0.0,0.0,0.0
3420,10.0,17.0,10.0,17.0,8.0,0.0,219.0,0.0,0.0,13.0,19.0,927.0,7.0,7.0,0.0,0.0,0.0,0.0
3421,14.0,17.0,14.0,17.0,4.0,0.0,65.0,9.0,7.0,10.0,19.0,1277.0,5.0,3.0,0.0,0.0,0.0,0.0
3422,14.0,17.0,14.0,17.0,9.0,2749.0,119.0,0.0,0.0,13.0,19.0,640.0,6.0,2.0,0.0,0.0,0.0,0.0
3423,14.0,17.0,13.0,17.0,0.0,214.0,168.0,0.0,7.0,11.0,19.0,1319.0,7.0,1.0,1.0,0.0,0.0,0.0
3424,14.0,11.0,13.0,11.0,3.0,0.0,27.0,1.0,0.0,13.0,1.0,1136.0,3.0,2.0,0.0,0.0,0.0,0.0
3425,11.0,17.0,13.0,17.0,4.0,0.0,56.0,6.0,9.0,11.0,19.0,1403.0,12.0,1.0,0.0,0.0,0.0,0.0
3426,14.0,17.0,13.0,11.0,0.0,0.0,50.0,9.0,9.0,11.0,19.0,591.0,5.0,2.0,0.0,0.0,0.0,0.0
3427,11.0,17.0,13.0,17.0,5.0,0.0,98.0,0.0,3.0,11.0,19.0,822.0,6.0,1.0,1.0,1.0,0.0,100.0
3428,14.0,14.0,13.0,14.0,0.0,0.0,27.0,8.0,9.0,13.0,19.0,508.0,8.0,1.0,0.0,0.0,0.0,0.0
3429,11.0,15.0,14.0,13.0,0.0,1445.0,168.0,0.0,0.0,13.0,19.0,1377.0,10.0,1.0,0.0,0.0,0.0,0.0
3430,14.0,17.0,13.0,17.0,5.0,0.0,173.0,8.0,9.0,11.0,19.0,778.0,7.0,1.0,1.0,0.0,0.0,0.0
3431,11.0,17.0,14.0,17.0,5.0,0.0,27.0,0.0,0.0,13.0,1.0,1403.0,3.0,2.0,0.0,0.0,0.0,0.0
3432,16.0,10.0,10.0,10.0,0.0,0.0,98.0,7.0,9.0,13.0,19.0,369.0,13.0,1.0,0.0,0.0,0.0,0.0
3433,14.0,17.0,15.0,17.0,9.0,0.0,98.0,0.0,9.0,10.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
3434,14.0,17.0,14.0,17.0,4.0,0.0,173.0,0.0,0.0,13.0,19.0,73.0,2.0,7.0,0.0,0.0,0.0,0.0
3435,10.0,15.0,13.0,10.0,0.0,0.0,39.0,0.0,9.0,11.0,19.0,990.0,7.0,1.0,1.0,0.0,0.0,0.0
3436,16.0,11.0,13.0,11.0,0.0,0.0,16.0,9.0,9.0,11.0,19.0,998.0,10.0,7.0,0.0,0.0,0.0,0.0
3437,15.0,17.0,14.0,15.0,0.0,0.0,137.0,3.0,8.0,13.0,19.0,1363.0,7.0,1.0,1.0,0.0,0.0,0.0
3438,14.0,17.0,14.0,17.0,3.0,0.0,219.0,6.0,9.0,13.0,19.0,640.0,7.0,1.0,1.0,0.0,0.0,0.0
3439,11.0,17.0,13.0,17.0,2.0,0.0,10.0,0.0,6.0,11.0,19.0,1377.0,6.0,1.0,1.0,0.0,0.0,0.0
3440,14.0,17.0,14.0,17.0,0.0,0.0,112.0,0.0,3.0,11.0,19.0,73.0,6.0,1.0,1.0,0.0,0.0,0.0
3441,10.0,17.0,13.0,17.0,3.0,0.0,98.0,0.0,9.0,10.0,19.0,1481.0,6.0,1.0,1.0,0.0,0.0,0.0
3442,15.0,16.0,16.0,16.0,0.0,0.0,173.0,0.0,9.0,11.0,19.0,978.0,6.0,1.0,1.0,0.0,0.0,0.0
3443,14.0,17.0,14.0,17.0,5.0,0.0,206.0,0.0,0.0,13.0,2.0,565.0,12.0,1.0,0.0,0.0,0.0,0.0
3444,10.0,17.0,14.0,17.0,5.0,0.0,65.0,3.0,0.0,13.0,3.0,1025.0,5.0,2.0,0.0,0.0,0.0,0.0
3445,11.0,17.0,13.0,17.0,4.0,0.0,195.0,0.0,0.0,11.0,19.0,1403.0,17.0,1.0,0.0,0.0,0.0,0.0
3446,11.0,15.0,15.0,15.0,0.0,0.0,98.0,2.0,9.0,10.0,19.0,1377.0,6.0,1.0,1.0,1.0,0.0,20.0
3447,16.0,17.0,13.0,11.0,0.0,0.0,8.0,9.0,9.0,10.0,19.0,998.0,6.0,1.0,1.0,0.0,0.0,0.0
3448,11.0,17.0,14.0,17.0,5.0,0.0,49.0,0.0,0.0,13.0,19.0,1403.0,11.0,1.0,0.0,0.0,0.0,0.0
3449,14.0,17.0,13.0,17.0,0.0,0.0,123.0,0.0,0.0,11.0,19.0,506.0,10.0,5.0,0.0,0.0,0.0,0.0
3450,16.0,17.0,13.0,15.0,0.0,0.0,95.0,0.0,9.0,11.0,19.0,1424.0,7.0,1.0,1.0,0.0,0.0,0.0
3451,14.0,17.0,13.0,17.0,0.0,0.0,78.0,0.0,9.0,10.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
3452,15.0,16.0,16.0,16.0,0.0,0.0,8.0,0.0,0.0,11.0,19.0,487.0,6.0,1.0,1.0,0.0,0.0,0.0
3453,14.0,17.0,14.0,17.0,5.0,0.0,171.0,0.0,0.0,13.0,16.0,565.0,3.0,1.0,0.0,0.0,0.0,0.0
3454,10.0,17.0,11.0,17.0,4.0,0.0,98.0,4.0,9.0,11.0,19.0,1243.0,7.0,1.0,1.0,0.0,0.0,0.0
3455,16.0,17.0,14.0,17.0,9.0,0.0,168.0,2.0,0.0,13.0,19.0,998.0,7.0,10.0,0.0,0.0,0.0,0.0
3456,11.0,17.0,14.0,17.0,4.0,0.0,191.0,0.0,1.0,11.0,19.0,1403.0,6.0,1.0,1.0,0.0,0.0,0.0
3457,16.0,17.0,14.0,17.0,7.0,0.0,37.0,7.0,8.0,11.0,19.0,859.0,6.0,1.0,1.0,0.0,0.0,0.0
3458,14.0,17.0,13.0,17.0,5.0,0.0,98.0,0.0,4.0,10.0,19.0,73.0,6.0,1.0,1.0,0.0,0.0,0.0
3459,10.0,17.0,13.0,17.0,4.0,0.0,86.0,7.0,8.0,13.0,11.0,842.0,3.0,1.0,0.0,0.0,0.0,0.0
3460,14.0,17.0,14.0,17.0,7.0,0.0,112.0,2.0,7.0,11.0,19.0,73.0,6.0,1.0,1.0,0.0,0.0,0.0
3461,14.0,17.0,13.0,17.0,0.0,0.0,17.0,0.0,9.0,10.0,19.0,739.0,6.0,1.0,1.0,0.0,0.0,0.0
3462,16.0,17.0,10.0,17.0,4.0,879.0,199.0,2.0,8.0,13.0,19.0,519.0,7.0,1.0,1.0,0.0,0.0,0.0
3463,11.0,17.0,14.0,15.0,0.0,0.0,96.0,2.0,4.0,11.0,19.0,1408.0,6.0,1.0,1.0,0.0,0.0,0.0
3464,15.0,16.0,15.0,16.0,0.0,0.0,78.0,0.0,6.0,10.0,19.0,1075.0,6.0,1.0,1.0,0.0,0.0,0.0
3465,14.0,17.0,14.0,11.0,0.0,0.0,78.0,0.0,5.0,11.0,19.0,506.0,6.0,1.0,1.0,0.0,0.0,0.0
3466,15.0,16.0,15.0,16.0,0.0,0.0,78.0,2.0,9.0,10.0,19.0,628.0,6.0,1.0,1.0,0.0,0.0,0.0
3467,14.0,17.0,14.0,17.0,5.0,0.0,17.0,0.0,0.0,13.0,19.0,565.0,7.0,1.0,1.0,0.0,0.0,0.0
3468,10.0,17.0,13.0,17.0,7.0,0.0,171.0,0.0,0.0,11.0,19.0,841.0,9.0,1.0,0.0,0.0,0.0,0.0
3469,14.0,17.0,14.0,17.0,4.0,0.0,78.0,0.0,7.0,11.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
3470,14.0,17.0,13.0,17.0,0.0,0.0,78.0,0.0,9.0,10.0,19.0,778.0,6.0,1.0,1.0,0.0,0.0,0.0
3471,14.0,17.0,14.0,17.0,9.0,0.0,171.0,0.0,0.0,13.0,11.0,591.0,7.0,1.0,0.0,1.0,0.0,100.0
3472,16.0,15.0,15.0,15.0,0.0,0.0,65.0,7.0,9.0,11.0,19.0,1444.0,7.0,1.0,1.0,0.0,0.0,0.0
3473,16.0,17.0,13.0,17.0,6.0,0.0,65.0,6.0,9.0,13.0,19.0,1088.0,7.0,1.0,1.0,0.0,0.0,0.0
3474,11.0,17.0,13.0,17.0,8.0,1636.0,168.0,0.0,4.0,11.0,19.0,327.0,11.0,1.0,0.0,0.0,0.0,0.0
3475,16.0,17.0,14.0,17.0,0.0,0.0,219.0,0.0,8.0,13.0,19.0,998.0,7.0,1.0,1.0,0.0,0.0,0.0
3476,16.0,17.0,13.0,17.0,2.0,0.0,17.0,0.0,4.0,11.0,19.0,1391.0,13.0,1.0,0.0,0.0,0.0,0.0
3477,15.0,16.0,16.0,16.0,0.0,0.0,78.0,0.0,8.0,11.0,19.0,487.0,6.0,1.0,1.0,0.0,0.0,0.0
3478,16.0,17.0,14.0,17.0,4.0,0.0,168.0,9.0,9.0,13.0,19.0,1391.0,7.0,12.0,0.0,0.0,0.0,0.0
3479,14.0,17.0,10.0,11.0,3.0,0.0,112.0,0.0,9.0,11.0,19.0,1185.0,6.0,1.0,1.0,0.0,0.0,0.0
3480,10.0,17.0,14.0,17.0,0.0,0.0,8.0,4.0,0.0,13.0,19.0,842.0,14.0,1.0,0.0,0.0,0.0,0.0
3481,16.0,17.0,13.0,17.0,6.0,0.0,98.0,0.0,9.0,11.0,19.0,1444.0,6.0,1.0,1.0,1.0,0.0,60.0
3482,14.0,17.0,15.0,17.0,7.0,0.0,17.0,0.0,6.0,11.0,19.0,1277.0,7.0,1.0,1.0,0.0,0.0,0.0
3483,16.0,17.0,10.0,17.0,5.0,0.0,171.0,0.0,0.0,11.0,19.0,369.0,10.0,1.0,0.0,0.0,0.0,0.0
3484,14.0,17.0,13.0,17.0,5.0,0.0,78.0,0.0,0.0,13.0,19.0,1265.0,4.0,5.0,0.0,0.0,0.0,0.0
3485,14.0,17.0,13.0,17.0,0.0,0.0,98.0,0.0,5.0,10.0,19.0,73.0,6.0,1.0,1.0,0.0,0.0,0.0
3486,16.0,17.0,14.0,17.0,0.0,0.0,17.0,0.0,9.0,11.0,19.0,1026.0,6.0,1.0,1.0,0.0,0.0,0.0
3487,10.0,17.0,14.0,15.0,0.0,670.0,109.0,0.0,0.0,13.0,19.0,841.0,7.0,1.0,1.0,0.0,0.0,0.0
3488,11.0,17.0,13.0,17.0,5.0,0.0,17.0,5.0,9.0,11.0,19.0,1403.0,9.0,1.0,0.0,0.0,0.0,0.0
3489,16.0,17.0,10.0,17.0,3.0,0.0,206.0,4.0,9.0,11.0,19.0,1217.0,6.0,1.0,1.0,0.0,0.0,0.0
3490,13.0,17.0,13.0,17.0,9.0,0.0,168.0,0.0,9.0,10.0,19.0,1300.0,6.0,1.0,1.0,0.0,0.0,0.0
3491,14.0,17.0,14.0,17.0,8.0,0.0,98.0,0.0,0.0,10.0,19.0,1277.0,4.0,3.0,0.0,0.0,0.0,0.0
3492,16.0,17.0,14.0,17.0,9.0,0.0,98.0,0.0,0.0,10.0,19.0,19.0,6.0,1.0,1.0,0.0,0.0,0.0
3493,14.0,17.0,13.0,17.0,4.0,0.0,171.0,0.0,2.0,11.0,19.0,934.0,2.0,4.0,0.0,0.0,0.0,0.0
3494,11.0,17.0,14.0,17.0,0.0,0.0,171.0,0.0,0.0,13.0,19.0,1408.0,20.0,1.0,0.0,0.0,0.0,0.0
3495,11.0,17.0,15.0,17.0,8.0,0.0,65.0,0.0,0.0,11.0,19.0,327.0,14.0,1.0,0.0,0.0,0.0,0.0
3496,11.0,17.0,13.0,17.0,5.0,0.0,98.0,0.0,4.0,13.0,19.0,1377.0,7.0,1.0,1.0,0.0,0.0,0.0
3497,14.0,17.0,14.0,17.0,2.0,0.0,17.0,0.0,9.0,11.0,19.0,1277.0,6.0,1.0,1.0,0.0,0.0,0.0
3498,10.0,11.0,14.0,15.0,4.0,0.0,94.0,0.0,2.0,13.0,19.0,842.0,9.0,1.0,0.0,0.0,0.0,0.0
3499,14.0,17.0,14.0,17.0,4.0,0.0,171.0,0.0,0.0,13.0,16.0,320.0,2.0,3.0,0.0,0.0,0.0,0.0
3500,15.0,17.0,13.0,17.0,4.0,0.0,56.0,6.0,9.0,11.0,19.0,210.0,7.0,2.0,0.0,0.0,0.0,0.0
3501,14.0,17.0,14.0,17.0,4.0,0.0,195.0,3.0,7.0,11.0,19.0,591.0,6.0,1.0,1.0,0.0,0.0,0.0
3502,14.0,17.0,14.0,17.0,7.0,0.0,219.0,0.0,0.0,13.0,19.0,739.0,9.0,2.0,0.0,0.0,0.0,0.0
3503,16.0,17.0,15.0,17.0,0.0,0.0,78.0,0.0,9.0,10.0,19.0,1087.0,6.0,1.0,1.0,0.0,0.0,0.0
3504,10.0,17.0,13.0,17.0,6.0,0.0,143.0,0.0,0.0,10.0,19.0,1097.0,6.0,1.0,1.0,0.0,0.0,0.0
3505,14.0,11.0,15.0,15.0,0.0,0.0,98.0,1.0,9.0,10.0,19.0,640.0,6.0,1.0,1.0,0.0,0.0,0.0
3506,10.0,17.0,14.0,17.0,8.0,0.0,65.0,2.0,0.0,13.0,3.0,705.0,11.0,4.0,0.0,0.0,0.0,0.0
