u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,label,pro,cillabel
10,15,13,11,0,131,22,2,9,11,19,947,6,1,1,0,0,0
14,11,14,15,0,1,24,6,5,14,19,1139,2,1,0,0,41,0
14,17,14,17,2,3,224,0,4,13,19,1022,5,2,0,0,0,0
15,16,15,16,6,-4,170,0,0,13,11,567,2,1,0,0,0,0
15,16,15,16,0,-1,99,0,9,10,19,151,6,1,1,0,0,0
14,17,15,17,7,-6,53,6,6,14,11,675,0,5,0,0,0,0
14,17,14,17,2,-6,222,6,1,13,19,479,11,8,0,0,0,0
14,17,13,17,2,1,111,8,9,12,11,1247,6,1,0,0,0,0
14,17,13,13,2,-4,9,0,9,10,19,1404,6,1,1,0,0,0
16,17,15,11,0,-4,78,2,8,12,19,419,2,3,0,0,0,1
14,17,14,17,9,905,217,0,0,13,19,602,11,5,0,0,0,0
14,17,14,17,2,1,28,6,1,13,19,1241,10,1,0,0,0,0
15,16,14,16,5,-7,84,6,0,13,19,640,11,19,0,0,0,0
16,17,16,17,5,3,172,4,0,13,2,306,2,2,0,1,43,0
14,17,14,11,2,4,63,4,9,10,19,1217,6,1,1,0,0,0
16,17,13,11,7,0,97,4,9,10,19,1189,6,1,1,0,0,0
16,17,13,11,0,2992,172,0,0,11,19,166,7,1,1,1,42,0
14,17,15,11,6,-5,110,6,3,11,20,610,18,1,0,0,0,0
14,17,13,17,5,-1,222,0,0,13,16,471,2,7,0,0,0,0
15,13,15,16,0,-3,76,7,9,13,19,257,2,10,0,0,0,0
13,17,13,17,3,-9,202,7,9,11,19,603,8,1,0,0,0,0
15,17,15,16,7,1364,169,0,8,11,19,1455,7,1,1,0,0,0
14,17,13,11,2,910,62,6,3,13,19,1219,7,1,1,0,0,0
15,16,15,16,0,0,79,9,3,12,19,614,9,1,0,0,0,0
16,17,14,11,3,-2,51,0,0,13,19,1373,11,1,0,0,0,0
14,17,10,17,2,881,97,6,8,12,19,1236,6,1,1,0,0,0
11,17,14,17,5,3,224,0,0,13,19,1025,5,2,0,1,39,0
14,17,15,11,1,-2,10,0,5,10,19,602,6,1,1,0,0,0
15,16,15,16,0,-4,98,0,6,10,19,217,6,1,1,0,0,0
14,17,14,17,3,7,221,6,1,13,19,1218,7,11,0,0,0,0
14,17,10,17,2,871,172,0,0,13,19,574,10,1,0,0,0,0
16,11,12,11,0,1,64,0,0,13,3,136,2,2,0,1,43,0
10,16,15,16,0,1,171,0,6,10,19,261,6,1,1,0,0,0
11,17,16,17,7,3,105,4,0,10,1,943,1,2,0,1,42,1
15,17,14,16,7,-5,84,0,0,13,19,349,2,4,0,0,0,0
14,17,14,17,2,15,222,6,1,13,19,1081,5,3,0,0,0,0
11,17,14,11,2,0,224,6,9,13,19,1322,10,1,0,0,0,0
10,16,15,12,0,7,13,5,9,10,19,288,9,1,0,0,0,0
14,17,15,17,2,7,109,0,3,11,19,535,6,1,1,0,0,0
16,17,14,17,6,-7,167,0,0,13,19,326,2,1,0,0,0,0
14,17,10,17,0,846,216,0,4,13,19,852,7,1,1,0,0,0
15,16,15,16,0,2,85,7,9,11,19,260,2,2,0,1,72,0
15,16,15,13,0,0,173,1,9,11,19,711,6,1,1,0,0,0
14,17,14,17,3,-4,149,6,9,13,19,597,12,6,0,0,0,0
10,17,14,17,0,-4,219,0,0,10,11,210,6,1,0,0,0,0
16,11,14,15,7,2,69,6,7,13,3,84,1,2,0,1,41,0
16,11,13,10,0,2294,156,4,9,13,19,247,16,2,0,0,0,0
14,17,14,17,1,1652,219,6,6,13,19,611,7,1,1,0,0,0
11,17,14,11,3,2981,184,4,0,13,19,160,2,2,0,1,100,0
15,16,15,16,0,-4,168,9,9,12,19,559,6,1,1,0,0,0
15,17,15,13,4,2,77,9,3,12,19,345,2,3,0,0,0,0
14,17,10,17,5,1824,174,0,6,11,19,1430,7,1,0,0,0,0
16,11,13,11,0,-9,215,4,9,13,19,200,2,2,0,1,41,0
14,17,10,11,2,-1,167,0,8,11,19,623,6,1,1,0,0,0
14,17,15,17,7,-1,99,0,3,11,19,797,6,1,0,0,0,0
16,17,13,17,7,-1,45,0,9,12,19,419,1,2,0,0,0,0
15,17,15,11,7,1271,154,1,5,11,19,406,2,2,0,0,0,0
14,17,14,17,2,-2,148,0,0,13,2,853,2,1,0,0,0,0
14,17,15,11,5,-1,168,0,6,10,19,853,6,1,1,1,0,0
11,17,10,11,0,-2,110,0,9,10,19,795,6,1,1,0,0,0
15,10,15,12,0,876,171,0,3,14,19,220,7,1,1,0,0,0
16,17,15,17,5,3,153,0,3,11,19,132,2,2,0,0,0,0
16,15,14,15,0,1010,175,4,9,13,19,247,7,1,1,0,0,0
10,17,13,17,5,3456,206,3,9,11,19,840,14,4,0,0,0,0
11,17,13,15,0,1116,170,0,8,11,19,1395,7,1,1,0,0,0
14,17,14,17,2,-6,117,6,8,13,19,1218,1,1,0,0,0,0
11,17,10,10,0,-3,170,0,9,10,19,849,6,1,1,0,0,0
16,15,14,15,0,0,230,5,9,13,19,1123,10,1,0,1,102,0
16,17,14,17,3,2784,21,6,1,13,19,1196,5,3,0,0,0,0
15,16,15,16,0,0,98,0,3,10,19,341,6,1,1,0,0,0
14,17,15,17,2,-4,75,0,0,13,19,864,10,1,0,0,0,0
11,17,16,17,7,2119,231,0,0,13,19,70,4,2,0,1,40,0
14,10,14,16,0,-4,220,0,0,13,19,865,7,1,1,0,0,0
11,17,10,11,0,5,113,0,9,10,19,1394,6,1,1,0,0,0
14,17,13,15,2,2,162,8,9,13,19,1212,9,1,0,0,0,0
15,16,15,16,0,3,98,1,5,10,19,174,6,1,1,0,0,0
11,17,10,11,2,1,102,0,9,10,19,677,6,1,1,0,20,0
14,13,14,13,0,3,109,5,9,14,19,1265,6,1,1,0,0,0
15,11,15,16,0,2,95,0,9,10,3,236,6,1,1,0,0,0
14,17,14,10,0,0,110,6,9,13,19,315,7,1,1,0,0,0
10,17,15,17,7,4,169,0,8,11,19,1509,6,1,1,0,0,0
16,17,13,11,0,3427,205,4,8,13,19,1344,13,1,0,0,0,0
14,17,14,17,2,982,66,6,9,13,19,1176,7,1,1,0,0,0
16,17,14,17,5,3,85,0,0,13,19,1126,2,2,0,1,42,0
14,17,10,17,6,902,169,0,0,13,19,657,7,1,0,0,0,0
14,17,13,11,2,2077,113,6,9,12,19,1200,9,1,0,0,0,0
10,17,13,11,0,-5,24,2,9,10,19,793,6,1,1,0,0,0
11,17,14,17,2,6,225,6,9,13,19,1178,2,5,0,0,0,0
15,17,15,11,5,5,217,2,5,11,19,804,14,1,0,0,0,0
14,17,13,10,0,4,16,6,9,11,20,1397,6,1,1,0,0,0
10,17,10,11,0,941,166,0,6,11,19,1386,6,1,1,0,0,0
10,11,15,13,0,1,20,1,9,12,19,175,15,2,0,1,75,0
14,17,15,17,7,-5,52,9,0,13,19,627,1,23,0,0,0,0
16,17,14,15,3,7,58,6,9,13,19,161,0,2,0,0,0,0
14,17,14,17,6,-1,223,0,7,13,19,1261,7,1,0,0,0,0
16,15,14,13,0,-1,45,4,9,13,19,1395,7,1,1,0,0,0
14,15,12,12,0,811,8,6,9,12,19,770,7,1,1,0,0,0
14,17,10,17,0,-1,166,0,9,10,19,1267,6,1,1,0,0,0
14,17,13,17,2,0,202,3,1,13,19,577,2,9,0,0,0,0
10,17,13,11,3,1,169,7,5,13,19,820,2,1,0,0,0,0
16,17,15,17,0,3,171,0,6,11,19,769,7,1,1,0,0,0
10,11,15,11,0,-6,22,1,9,10,19,714,6,1,1,0,0,0
14,17,13,17,2,-6,217,0,0,13,20,540,11,15,0,0,0,0
11,17,14,17,2,1,101,6,1,13,19,1335,14,3,0,0,0,0
10,13,15,12,0,1015,172,0,9,11,19,978,7,1,1,0,0,0
14,11,14,15,2,2694,206,6,4,13,19,1198,7,1,0,0,0,0
16,11,14,15,0,3033,218,4,9,13,19,95,14,2,0,1,42,0
15,16,14,16,0,12,168,0,0,13,11,875,7,1,1,0,0,0
14,17,13,17,2,2227,219,6,2,11,19,573,15,1,0,0,0,0
14,17,14,15,2,2544,118,6,9,13,19,1170,10,1,0,0,0,0
15,16,15,15,0,0,98,1,9,10,19,163,6,1,1,0,0,0
15,16,15,16,0,1,99,1,0,12,11,308,2,1,0,0,0,0
15,15,15,13,7,1593,47,1,9,10,19,299,6,1,1,0,0,0
15,16,15,16,0,-1,78,9,9,10,19,325,9,1,0,0,0,0
16,11,14,11,0,7,118,4,9,10,19,113,6,1,1,1,20,0
16,17,13,17,5,1705,202,3,1,13,19,639,5,4,0,0,0,0
14,17,13,11,0,-1,0,6,9,10,19,1247,6,1,1,0,0,0
10,16,15,16,0,1,112,1,9,11,19,771,7,1,1,0,0,0
14,17,14,17,7,3,114,0,0,13,19,1188,10,1,0,0,0,0
10,17,15,17,7,2672,169,0,8,13,19,323,7,1,1,0,0,0
14,17,14,15,2,2,117,6,9,13,19,1193,18,1,0,0,0,0
11,17,11,17,1,1137,176,0,6,13,19,1355,7,1,1,0,0,0
14,11,14,15,3,3,185,6,9,13,19,1169,2,2,0,0,0,0
11,17,13,17,2,1,99,4,9,10,11,1086,6,1,0,0,0,0
16,17,13,17,8,3661,169,0,4,11,19,1458,7,3,0,0,0,0
11,17,10,17,2,2335,10,2,3,11,19,1390,7,1,1,0,0,0
11,17,15,17,5,2071,173,0,0,11,19,1391,4,8,0,0,0,0
15,16,15,16,0,-1,98,1,6,13,19,264,2,1,0,0,0,0
14,17,15,17,0,6,219,0,6,13,19,1174,14,1,1,0,0,0
11,17,13,17,1,1082,212,0,8,11,19,1413,7,1,0,0,0,0
14,17,10,17,2,0,153,0,0,13,19,1150,15,1,0,0,0,0
11,17,14,15,1,855,220,6,5,13,19,1205,7,1,0,0,0,0
14,17,17,15,0,2338,214,6,8,11,19,229,18,1,0,0,0,0
14,17,10,17,2,872,166,2,8,11,19,1459,7,1,0,0,0,0
11,11,14,15,0,900,221,0,9,11,19,861,13,1,0,0,0,0
14,11,14,15,0,13,105,6,9,13,19,985,1,1,0,1,20,1
15,17,13,17,7,978,172,0,0,13,19,404,7,2,0,0,0,0
11,17,14,17,5,0,219,0,0,13,19,821,2,8,0,0,0,0
14,17,10,17,2,1075,196,0,0,13,19,541,7,1,0,0,0,0
15,16,14,16,0,2,218,5,2,13,19,307,7,1,0,0,0,0
16,11,13,17,3,3579,219,4,9,13,19,1381,14,2,0,0,0,0
14,17,14,17,1,1041,220,0,4,13,19,806,7,1,1,0,0,0
11,17,15,17,2,-1,171,0,0,11,11,113,6,1,0,0,0,0
14,17,14,17,7,3,56,0,0,10,11,1174,0,13,0,0,0,0
10,17,16,17,7,-1,172,0,0,11,11,865,6,1,1,1,20,0
14,17,14,17,2,2,217,0,0,10,11,1029,6,1,0,1,19,0
10,12,15,13,0,1164,28,8,9,11,19,217,2,1,0,0,0,0
15,16,15,16,0,-8,97,0,6,10,19,312,6,1,1,0,0,0
14,17,10,17,2,2,219,0,0,14,11,552,2,1,0,0,0,0
16,11,14,15,0,2829,193,0,6,13,19,144,14,1,0,0,0,0
15,15,14,15,0,4,5,9,9,12,19,902,7,1,1,0,0,0
15,17,14,17,7,-7,43,0,0,13,19,355,2,7,0,0,0,0
14,17,14,17,2,1,2,9,9,13,19,296,2,5,0,0,0,0
16,15,14,15,0,5,53,4,9,13,19,173,2,1,0,0,0,0
14,17,14,17,5,2,49,0,0,13,16,209,2,8,0,0,0,0
16,15,14,15,0,1024,175,0,9,13,19,174,7,1,1,0,0,0
14,17,13,17,3,2325,72,8,2,11,19,1465,1,4,0,0,0,0
16,11,14,15,8,3033,60,6,5,11,19,268,10,1,0,0,0,0
11,17,13,17,5,904,161,0,8,11,19,1442,2,3,0,0,0,0
14,17,13,17,2,1,147,3,9,11,19,838,13,1,0,0,0,0
11,17,10,17,2,3,100,0,9,10,11,76,6,1,1,0,0,0
14,17,13,11,2,-8,11,8,9,11,19,761,10,1,0,0,0,0
14,17,10,11,2,6,12,0,9,10,19,1204,6,1,1,0,0,0
10,17,15,17,7,2712,171,0,0,13,19,496,5,2,0,0,0,0
14,17,10,11,0,11,169,0,6,11,19,867,7,1,1,0,0,0
10,17,13,11,0,-3,23,2,9,10,19,739,6,1,1,0,0,0
10,15,15,11,0,-3,99,4,9,10,19,799,6,1,1,0,21,0
14,17,15,17,2,-2,197,3,6,13,19,615,2,15,0,0,0,0
13,17,15,17,3,-5,13,0,0,13,2,645,2,2,0,0,0,0
14,17,15,11,2,0,98,8,9,10,11,1235,6,1,1,1,73,0
14,17,10,17,2,2906,140,3,9,13,19,684,7,3,1,0,0,0
14,17,14,17,2,3,220,0,0,13,16,555,5,8,0,0,0,0
10,17,11,11,2,3,98,4,9,10,19,1108,6,1,1,1,21,0
15,17,15,13,0,-3,44,1,8,11,19,250,18,2,0,0,0,0
14,17,14,17,2,1,114,6,9,14,1,1159,0,1,0,0,0,0
10,17,15,13,0,1002,174,1,9,11,19,753,7,1,1,0,0,0
15,17,14,16,6,0,217,5,6,13,19,855,18,1,0,0,0,0
16,17,14,17,7,-6,224,0,0,13,19,214,2,2,0,0,0,0
14,17,14,17,2,-1,115,0,8,13,19,1219,7,1,1,0,0,0
14,17,14,15,8,1843,60,4,8,13,19,567,7,1,0,0,0,0
15,16,14,16,0,1,216,0,9,13,19,1223,11,1,0,0,0,0
16,17,15,17,7,-4,44,0,0,13,19,324,2,4,0,0,0,0
11,17,13,17,1,2019,197,0,8,13,19,1390,7,1,0,0,0,0
14,17,10,17,5,908,170,0,0,13,19,630,7,1,0,0,0,0
11,17,14,17,2,-2,168,0,1,13,19,1119,2,2,0,0,0,0
11,17,15,17,8,1001,172,0,8,11,19,1470,7,1,0,0,0,0
13,15,14,15,0,-2,169,9,4,13,19,326,14,1,0,0,0,0
13,15,15,15,0,2093,170,0,9,10,19,259,6,1,1,0,0,0
16,17,14,17,1,3026,174,0,0,13,19,825,7,1,0,0,0,0
14,17,10,11,6,-4,168,0,9,10,19,1473,6,1,1,0,0,0
14,17,13,17,6,-4,219,0,0,13,16,1264,2,1,0,0,0,0
15,16,15,16,0,10,170,0,6,10,19,1437,7,1,1,0,0,0
14,17,10,17,2,1,109,0,6,10,11,1229,6,1,1,0,0,0
14,17,14,17,9,0,223,0,0,13,16,1001,2,7,0,0,0,0
10,17,14,11,0,0,104,0,9,10,16,133,6,1,0,1,102,1
16,17,15,17,8,0,222,0,0,13,19,153,2,2,0,1,76,0
10,17,15,13,4,3327,175,1,9,11,19,336,7,1,1,0,0,0
14,17,13,17,2,4,100,7,9,11,19,1276,1,2,0,1,79,0
14,15,14,15,0,-1,113,6,9,10,19,1190,6,1,1,0,0,0
14,17,14,16,6,-4,216,0,3,13,19,672,7,1,1,0,0,0
14,17,13,11,0,0,110,6,9,10,19,1146,6,1,1,0,0,0
16,17,13,17,7,0,48,9,9,13,19,348,1,2,0,1,40,0
10,11,15,11,0,0,100,0,9,10,19,353,6,1,1,1,102,0
16,11,14,15,0,2705,213,4,9,13,19,184,15,1,0,0,0,0
14,17,10,17,7,-3,48,8,9,13,3,607,9,20,0,0,0,0
10,17,13,17,5,17,198,3,8,13,19,1202,4,2,0,0,0,0
10,17,14,11,7,-3,48,0,0,11,2,162,2,1,0,0,39,0
11,17,13,13,3,1,25,4,9,10,2,1216,2,1,0,0,0,0
10,11,15,13,0,2176,21,5,9,11,19,694,9,1,0,0,0,0
14,15,14,15,3,-12,223,6,0,13,19,863,2,2,0,0,0,0
14,17,14,17,3,547,202,6,0,13,19,860,9,5,0,0,0,0
14,17,14,11,0,-1,111,6,9,12,19,1285,6,1,1,0,0,0
10,15,14,15,0,1,221,6,9,13,19,1200,9,2,0,0,0,0
14,17,14,17,2,-2,221,6,7,12,19,1206,10,1,0,0,0,0
14,17,13,17,2,-2,42,8,4,13,19,623,-1,7,0,0,0,0
11,17,13,17,5,853,162,0,8,11,19,1407,2,1,0,0,0,0
10,17,15,17,7,0,18,6,9,10,3,324,9,1,0,0,0,0
11,15,14,15,0,1,220,6,0,13,19,304,10,1,0,0,0,0
11,17,14,11,0,2830,80,4,7,11,19,1316,13,1,1,0,0,0
14,17,10,17,2,1,108,2,9,11,19,835,6,1,1,0,0,0
14,17,13,11,0,-19,13,6,9,11,19,571,8,1,0,0,0,0
16,17,15,11,0,1620,174,0,0,11,19,1354,14,1,0,0,0,0
14,17,11,10,6,2532,168,0,8,11,19,1418,6,1,1,0,0,0
16,17,14,17,7,2,54,0,0,13,16,251,2,2,0,1,100,0
14,17,15,17,2,890,168,0,6,13,19,639,7,1,0,0,0,0
14,17,14,17,5,1,102,0,0,10,16,1252,1,1,0,0,76,0
15,17,12,17,0,875,168,8,6,13,19,850,7,1,1,0,0,0
10,17,13,17,7,-3,145,2,6,11,19,621,7,5,0,0,0,0
14,17,15,11,9,-2,11,0,6,11,19,788,6,1,1,0,0,0
16,11,14,11,3,-2,85,9,9,13,19,248,1,5,0,0,0,0
11,17,10,11,2,-2,168,0,9,10,19,1137,6,1,1,0,0,0
14,17,14,17,5,5,219,6,1,13,19,451,5,3,0,0,0,0
14,17,14,17,2,-3,84,6,9,13,19,552,3,19,0,0,0,0
14,17,14,17,2,2,218,0,0,13,19,838,10,1,0,0,0,0
15,17,14,17,3,-3,219,0,0,13,19,154,2,8,0,0,0,0
10,17,15,11,0,-5,12,6,9,10,19,722,6,1,1,0,0,0
15,16,14,16,1,0,168,0,6,13,19,383,7,1,1,0,0,0
16,17,13,17,8,383,217,5,9,13,19,1408,7,3,1,0,0,0
11,17,14,15,3,3640,206,4,8,13,19,1363,7,1,0,0,0,0
16,17,14,17,5,-4,79,4,1,13,19,1462,3,3,0,0,0,0
14,17,14,15,2,5,116,6,4,13,19,1157,7,1,1,0,0,0
14,17,10,17,2,0,14,3,2,10,19,32,11,10,0,0,0,0
10,17,15,10,0,926,168,0,4,11,19,539,7,1,1,0,0,0
10,17,16,14,0,3,102,4,9,11,19,88,1,1,0,1,41,0
14,17,11,17,7,-2,217,0,0,13,2,1185,1,9,0,0,0,0
16,15,14,15,0,879,218,4,6,13,19,1027,12,1,0,0,0,0
14,15,14,15,0,963,217,6,3,13,19,870,7,1,1,0,0,0
16,17,15,17,5,1876,169,0,0,13,19,395,11,1,0,0,0,0
10,11,13,11,0,-2,71,7,9,10,19,231,2,2,0,1,71,0
11,17,15,17,5,-1,172,0,0,13,19,569,13,1,0,0,0,0
14,17,15,17,2,-2,6,0,9,10,19,1430,6,1,1,0,0,0
14,17,14,17,7,0,102,0,0,13,16,1007,1,2,0,1,101,0
16,17,14,17,5,11,161,0,9,13,19,1345,2,2,0,0,0,0
10,17,15,17,5,2623,201,7,8,11,19,816,2,4,0,0,0,0
14,17,14,17,2,0,175,0,0,13,19,1080,2,1,0,0,0,0
11,15,14,15,0,986,219,0,9,13,19,345,7,1,1,0,0,0
11,17,13,17,4,3152,101,4,9,11,19,820,7,1,1,0,0,0
14,17,14,17,4,4,13,7,9,13,19,1401,2,3,0,0,0,0
16,17,16,11,7,-4,49,9,9,13,19,1092,0,2,0,0,0,0
11,11,14,15,0,3499,202,4,1,13,19,1225,7,1,0,0,0,0
15,16,15,16,0,-5,98,1,0,10,3,834,15,1,0,0,0,0
14,17,13,13,2,2,11,6,9,13,19,1185,19,1,0,0,0,0
11,17,14,17,2,11,103,0,4,10,19,1028,2,2,0,1,73,0
15,16,15,16,0,14,174,0,0,13,19,359,7,2,1,0,0,0
14,17,15,11,9,-1,168,0,9,10,19,836,6,1,1,0,0,0
14,11,13,15,0,-4,75,6,9,10,19,1197,8,1,0,0,0,0
15,16,15,16,7,-6,214,0,0,13,19,410,9,5,0,0,0,0
14,17,14,17,5,869,113,0,0,13,19,478,20,24,0,0,0,0
14,11,14,15,3,-2,221,6,9,13,19,1266,4,8,0,0,0,0
14,17,14,17,2,7,169,0,0,13,19,1175,5,4,0,0,0,0
15,15,14,16,0,-8,82,9,0,13,19,281,2,3,0,0,0,0
10,17,13,15,0,860,171,0,9,11,19,238,18,1,1,0,0,0
11,17,13,11,0,2839,118,4,6,11,19,1344,13,1,0,0,0,0
14,17,15,17,2,1,145,9,4,12,19,633,1,10,0,0,0,0
14,15,14,15,0,0,99,0,9,10,19,191,6,1,1,0,0,0
14,17,13,17,9,0,217,0,9,13,19,1223,11,1,0,0,0,0
14,17,14,17,2,4,200,6,1,13,19,559,19,1,0,0,0,0
16,17,15,11,9,852,171,0,9,10,19,1155,6,1,1,0,0,0
14,17,13,11,3,-2,49,8,9,13,19,823,-1,5,0,0,0,0
16,17,14,17,3,3247,196,0,8,13,19,812,18,1,0,0,0,0
15,17,15,17,7,-2,41,0,0,13,16,856,2,1,0,0,0,0
15,16,15,16,7,3,216,0,0,13,19,584,9,1,0,0,0,0
11,17,11,17,5,708,174,0,4,13,19,1361,7,1,1,0,0,0
15,17,14,11,0,-3,215,6,9,13,19,1281,7,1,1,0,0,0
15,13,15,13,0,-1,98,9,8,10,19,234,6,1,0,0,0,0
14,17,13,17,2,9,169,0,4,11,19,763,6,1,1,0,0,0
16,11,14,15,0,2976,152,4,9,13,19,288,9,1,0,0,0,0
10,15,15,13,0,-3,14,7,9,10,19,712,9,1,0,0,0,0
14,17,15,17,7,5,171,0,0,14,11,848,6,1,0,0,0,0
11,17,13,17,4,1731,199,2,4,11,19,809,14,1,0,0,0,0
14,17,10,17,2,1746,108,5,6,11,19,588,7,1,1,0,0,0
10,17,15,15,0,1072,175,4,8,11,19,682,7,1,1,1,101,0
15,16,15,16,0,-2,99,1,6,13,19,297,11,1,0,0,0,0
10,17,15,17,5,1377,170,0,8,11,19,494,7,1,1,0,0,0
16,10,11,15,0,16,103,0,8,13,19,31,6,1,1,1,20,0
14,17,14,11,0,-1,141,0,0,13,3,1168,2,5,0,0,0,0
14,17,15,10,2,-6,196,8,9,11,19,634,9,2,0,0,0,0
14,17,13,17,2,-1,199,6,4,12,19,758,1,1,0,0,0,0
15,16,15,16,0,1,168,0,9,10,19,581,6,1,1,0,0,0
14,17,10,17,6,-2,221,8,0,13,19,506,10,17,0,0,0,0
14,17,10,17,2,2769,110,6,9,11,19,565,7,1,1,0,0,1
15,16,15,16,0,-7,172,0,0,13,19,835,6,1,1,0,0,0
11,17,14,11,3,833,218,9,2,13,19,637,5,3,0,0,0,0
16,11,13,13,0,-1,98,4,9,10,19,163,6,1,1,1,41,0
10,13,15,11,0,2,98,0,9,10,19,723,6,1,1,0,0,0
11,17,16,17,5,3,229,4,2,13,19,-7,11,2,0,1,69,0
14,17,15,17,2,348,9,2,6,11,19,633,7,1,0,0,0,0
14,17,10,17,2,-2,109,0,0,11,19,601,6,1,0,0,0,0
15,17,14,17,7,1752,167,0,0,13,19,870,11,5,0,0,0,0
14,17,14,17,3,-2,149,0,0,13,16,827,0,15,0,0,0,0
14,17,13,17,5,6,146,3,8,11,16,1139,2,8,0,0,0,0
11,17,14,11,2,907,172,9,9,10,19,1329,6,1,1,0,0,0
14,17,15,17,7,-7,54,0,0,12,1,643,1,5,0,0,0,0
11,17,13,11,2,3257,12,9,6,11,19,800,7,1,0,0,0,0
11,17,13,17,4,1246,200,7,9,10,19,302,13,2,0,0,0,0
14,17,14,11,2,1,223,6,9,13,19,566,9,1,0,0,0,0
14,17,10,17,2,-1,112,8,9,10,19,1267,6,1,0,0,0,0
14,17,10,17,5,713,168,0,0,13,19,848,7,1,1,0,0,0
10,17,15,17,4,2871,205,7,9,11,19,846,3,2,0,1,79,0
11,17,10,17,2,3014,198,0,2,13,19,82,7,1,0,0,0,0
10,13,15,13,0,-1,69,4,9,10,19,136,6,1,1,0,0,0
11,17,14,17,2,5,169,0,0,13,19,847,14,7,0,0,0,0
15,16,14,16,0,-4,222,0,0,13,19,851,11,9,0,0,0,0
10,11,13,13,3,-9,114,8,9,11,19,726,8,1,0,0,0,0
16,11,13,17,7,12,173,3,8,13,19,428,5,4,0,0,0,0
14,15,14,15,0,1,215,0,5,12,19,1232,6,1,1,0,0,0
11,17,15,17,9,1849,222,0,0,11,19,587,10,1,0,0,0,0
14,17,15,17,9,13,170,2,6,11,19,319,10,1,1,0,0,0
16,17,13,12,7,1093,169,0,6,13,19,1468,7,1,1,0,0,0
14,11,13,13,0,0,21,8,9,11,19,762,9,1,0,0,0,0
11,17,13,10,2,1805,195,0,8,13,19,1413,7,1,1,0,0,0
14,17,10,17,2,2639,217,3,2,13,19,1278,7,1,1,0,0,0
16,17,15,17,5,1598,202,0,0,13,20,861,2,5,0,0,0,0
14,17,10,11,2,2,110,0,3,11,2,80,6,1,1,0,0,0
14,17,14,17,2,0,201,0,0,13,2,1150,2,8,0,0,0,0
11,17,13,11,2,-1,97,0,9,10,19,784,6,1,1,0,0,0
14,17,14,17,5,-2,206,1,1,13,19,1100,2,5,0,0,0,0
15,16,15,16,0,-1,26,1,9,10,20,233,6,1,1,0,0,0
10,13,15,13,0,8,28,1,9,11,19,715,6,1,1,0,0,0
10,16,14,15,0,1,217,0,0,13,11,285,9,1,0,0,0,0
14,17,15,17,7,-5,219,0,0,13,19,358,2,16,0,0,0,0
15,17,15,17,7,-5,175,0,0,11,16,381,2,1,0,0,0,0
16,17,15,17,7,1,54,0,0,13,16,435,2,5,0,0,0,0
10,17,15,17,5,5,50,0,0,11,2,1366,0,2,0,1,75,0
15,16,14,16,3,28,215,9,6,13,19,354,5,3,0,0,0,0
16,17,14,17,2,7,221,0,1,13,19,246,10,3,0,0,0,0
10,11,15,16,0,-5,23,0,9,10,19,765,6,1,1,0,0,0
10,17,15,11,2,814,167,0,3,10,19,1476,6,1,1,0,0,0
11,17,14,17,9,1965,169,0,0,13,19,831,7,1,1,0,0,0
16,17,14,15,0,-2,105,0,0,13,11,1016,2,1,0,1,41,0
10,17,15,17,4,-1,174,2,9,11,19,837,1,1,0,0,0,0
11,17,13,17,5,2906,78,4,9,11,19,1371,2,2,0,1,70,0
11,17,13,11,0,-4,168,0,0,13,19,879,6,1,0,0,0,0
14,17,10,11,0,-3,10,0,9,11,19,768,6,1,1,0,0,0
16,13,15,17,7,-1,34,7,6,13,19,424,2,2,0,0,0,0
14,17,14,17,6,-6,173,0,0,13,16,450,2,1,0,0,0,0
16,17,16,17,5,12,101,0,0,11,19,1162,10,2,0,1,40,0
10,17,13,11,0,-3,32,4,9,11,19,681,6,1,1,1,0,0
15,17,15,17,5,2,145,0,8,11,19,96,1,2,0,0,0,0
14,17,10,17,6,1095,216,6,6,13,19,6,7,1,1,0,0,0
10,17,15,17,5,806,174,0,6,11,19,666,7,1,1,0,0,0
14,17,13,17,5,-4,150,0,2,13,19,601,2,9,0,0,0,0
14,17,13,17,2,2,166,5,1,14,16,1155,2,8,0,0,0,0
15,16,15,16,0,0,172,1,9,10,19,259,6,1,1,0,0,0
14,17,14,15,3,9,205,6,8,13,19,1253,7,3,0,0,0,0
14,12,15,10,0,-2,110,0,9,11,19,1285,6,1,1,0,0,0
15,16,14,15,0,-5,226,0,0,13,19,1248,11,1,0,0,0,0
16,15,12,15,0,3726,209,4,8,13,19,871,7,1,1,0,0,0
14,17,14,17,2,-5,50,6,0,13,19,488,0,1,0,0,0,0
14,17,10,11,2,1,110,6,9,11,19,1186,14,1,0,0,0,0
16,17,14,17,5,-4,52,0,0,13,16,437,4,7,0,0,0,0
16,11,13,15,0,3481,170,4,9,13,19,157,7,2,1,0,0,0
15,13,15,17,4,-3,22,2,9,11,19,399,6,1,1,0,0,0
11,17,10,11,0,941,111,0,5,11,19,1404,7,1,1,0,0,0
15,17,15,11,0,-2,97,0,6,10,19,857,6,1,1,0,0,0
11,17,10,17,2,2246,98,2,6,11,19,1429,9,2,0,0,0,0
