age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes,u_feedLifeCycle,label
7,2,14,434,2,34,7,21,254,2120,8,12,3,17,0
3,2,41,427,2,21,6,23,249,1592,8,13,9,17,0
8,2,31,116,5,16,5,13,257,2389,8,61,9,17,0
7,3,42,222,5,31,3,29,304,2118,8,68,9,17,0
8,2,41,423,2,34,7,21,270,1201,8,13,9,17,0
8,2,21,111,5,21,5,13,347,2120,8,59,9,17,0
7,2,17,134,4,32,3,19,167,2124,8,13,9,17,0
2,2,22,373,5,31,3,13,260,2121,8,40,9,17,0
6,4,33,323,3,28,2,11,193,2421,8,36,0,11,0
7,2,44,414,2,34,7,21,240,2113,8,28,3,17,0
7,2,39,239,2,35,7,24,301,1587,8,12,9,17,0
8,2,22,264,4,16,5,20,161,2124,8,39,9,16,0
3,2,41,115,2,16,5,20,311,2232,8,37,3,11,0
8,2,21,109,5,16,5,13,322,1611,8,38,3,17,0
7,2,31,109,2,16,5,21,281,2401,8,53,3,17,0
7,3,40,277,5,16,6,20,311,1606,8,39,9,17,0
6,4,40,274,5,21,2,11,271,2402,8,17,9,10,0
7,3,42,117,4,34,5,21,209,2390,8,12,9,17,0
5,2,28,116,4,16,5,21,297,1612,8,35,3,13,0
3,2,40,118,2,31,3,29,266,2028,8,17,9,17,0
4,4,33,415,5,17,2,11,208,2410,8,61,0,11,0
3,2,42,328,5,21,6,19,257,1744,8,38,0,16,0
7,2,42,118,4,31,3,29,159,2119,8,21,9,17,0
3,2,41,337,5,21,6,20,337,1590,8,39,0,16,0
2,2,21,430,2,34,7,20,157,2122,8,13,9,17,0
8,2,40,125,2,16,5,20,314,1576,8,36,2,16,0
3,2,42,111,2,31,5,13,218,1611,8,12,9,17,0
7,2,22,187,5,32,3,13,146,2117,8,22,9,17,0
7,2,31,434,5,31,3,13,243,2117,8,21,9,17,0
3,2,40,113,4,16,4,28,303,1848,8,17,9,17,0
7,3,22,221,2,31,3,13,148,2043,8,12,9,17,0
7,2,30,108,5,30,3,13,275,2408,8,49,9,17,0
7,3,43,170,5,31,3,30,277,2052,8,61,9,17,0
3,2,43,169,5,31,6,28,257,2123,8,40,9,13,0
9,2,24,112,4,16,5,13,320,2396,8,60,9,17,0
3,2,40,115,5,16,4,20,289,1581,8,61,9,17,0
5,2,22,405,4,16,5,20,220,2115,8,31,0,16,0
3,4,17,426,2,22,4,20,350,1143,8,28,0,10,0
3,2,41,238,4,31,6,32,278,2124,8,38,9,17,0
3,4,18,318,5,21,2,30,296,1434,8,13,9,15,0
8,2,42,114,5,31,5,29,283,2118,8,39,9,17,0
8,2,18,107,4,16,5,31,222,2402,8,17,9,11,0
6,4,33,317,3,27,2,17,299,1591,8,22,9,17,0
8,2,33,204,4,17,5,20,252,1576,8,39,0,16,0
5,2,41,443,2,34,7,20,232,2405,8,29,3,17,0
6,4,26,314,3,21,2,16,338,2395,8,22,9,17,0
3,2,39,125,2,17,4,21,242,2406,5,26,3,17,0
8,3,22,277,4,32,3,13,329,2121,8,40,9,17,0
2,2,22,198,5,32,6,30,306,2130,8,31,0,16,0
7,2,43,186,5,32,6,29,324,1675,8,40,0,17,0
8,2,26,113,2,34,3,21,342,2400,8,12,9,17,0
8,2,26,364,2,16,5,21,282,2396,8,59,3,17,0
3,2,43,232,2,31,6,30,189,1923,8,59,9,17,0
8,2,28,112,5,16,5,21,312,2404,8,60,9,17,0
3,2,40,431,4,22,4,31,341,1094,8,29,9,10,0
8,4,33,111,3,16,5,11,303,2432,8,54,0,11,0
8,2,13,399,2,16,7,20,209,1578,8,39,0,16,0
3,2,21,265,5,24,6,13,296,2121,8,38,0,16,0
3,2,42,194,5,30,3,30,283,2042,8,60,9,17,0
7,2,42,411,4,31,3,20,173,2044,8,13,4,17,0
9,2,26,132,2,16,5,20,198,2436,5,52,3,17,0
7,2,40,431,2,23,6,31,251,1552,8,12,9,17,0
8,2,26,104,2,16,5,21,310,2396,8,13,9,17,0
9,2,13,437,2,34,7,20,224,2120,8,53,3,17,0
7,3,40,374,2,21,6,24,244,1567,8,59,9,17,0
2,3,16,103,4,16,5,17,291,2395,8,13,9,17,0
3,2,39,100,2,22,4,31,329,1808,8,27,9,17,0
3,2,27,119,4,34,5,20,311,2038,8,12,3,17,0
3,3,46,215,2,17,5,31,328,1883,8,27,3,17,0
8,4,19,114,5,31,3,30,304,2426,8,39,0,16,0
5,2,43,432,2,17,5,20,257,2126,8,36,0,16,0
3,2,20,199,2,16,4,12,308,2206,8,39,9,11,0
5,2,42,412,2,16,5,20,246,2113,8,36,0,16,0
8,2,21,215,4,31,5,21,243,2117,8,39,9,17,0
3,2,41,111,5,31,3,29,215,2037,8,60,9,17,0
6,4,33,317,3,28,2,11,327,1906,8,68,0,15,0
2,3,22,408,4,17,5,19,209,2119,8,32,0,16,0
7,2,42,346,2,21,6,19,295,1711,8,42,9,17,0
6,4,26,319,3,27,2,11,344,1618,8,54,0,17,0
8,2,21,109,4,16,5,20,298,2120,8,39,5,11,0
3,2,38,273,2,11,8,29,238,1456,8,28,9,17,0
2,2,20,418,2,34,7,20,228,2123,8,32,5,17,0
7,2,39,406,2,19,7,20,263,1594,8,12,9,17,0
5,2,41,130,2,34,7,20,221,1596,8,13,9,17,0
3,2,27,367,5,17,6,13,217,2223,8,38,0,16,0
8,2,30,112,4,16,5,29,317,2118,8,17,9,17,0
3,4,39,106,4,16,4,16,343,2400,8,27,9,17,0
2,2,40,445,2,22,4,20,345,1864,8,12,5,15,0
3,2,43,274,4,17,6,19,315,2126,8,38,9,14,0
7,2,42,109,4,34,3,21,337,2120,8,22,9,17,0
3,2,40,113,5,21,4,20,329,1415,8,28,9,16,0
4,2,16,110,5,17,4,20,333,1589,8,28,0,15,0
7,2,42,360,2,11,8,30,267,1494,8,12,9,17,0
5,2,40,231,5,17,4,20,213,1542,8,39,0,16,0
8,2,40,116,2,20,6,29,314,1599,8,41,0,16,0
3,2,40,113,4,31,3,13,217,2211,8,12,9,17,0
7,2,28,181,4,31,3,13,144,2121,8,22,9,17,0
8,2,30,356,4,16,5,21,210,2395,5,54,3,11,0
6,2,40,104,4,21,4,31,351,2401,8,26,9,17,0
8,2,39,113,4,17,5,31,205,1595,8,38,9,11,0
3,2,42,355,2,19,6,23,258,2045,8,36,9,17,0
7,3,21,115,4,31,3,13,269,2117,8,61,3,17,0
3,2,40,122,5,30,3,29,267,2030,8,22,9,17,0
7,2,26,116,2,32,3,13,299,2395,8,12,9,17,0
3,4,42,418,5,21,2,30,310,1465,8,17,0,15,0
5,2,41,113,4,16,5,20,354,2405,8,54,9,17,0
5,2,29,407,4,16,5,20,146,2125,8,30,3,17,0
8,2,33,105,5,31,3,31,302,2026,8,60,9,17,0
7,2,30,113,4,30,3,21,331,2391,8,59,9,17,0
8,2,22,125,5,16,5,19,319,2122,8,37,9,17,0
7,2,41,121,5,31,3,36,284,2117,8,21,9,17,0
2,2,21,319,5,16,5,13,304,2117,8,38,3,16,0
3,4,17,417,5,18,4,20,302,1535,8,28,3,17,0
3,2,42,400,4,31,6,20,315,1703,8,41,9,17,0
3,4,34,320,3,21,2,11,347,2420,8,55,0,17,0
7,2,44,171,5,31,3,29,262,2125,8,40,9,17,0
6,4,34,321,3,27,2,11,340,2394,8,17,9,17,0
3,2,42,179,4,31,6,28,301,2239,8,36,9,17,0
7,2,21,236,4,32,3,21,145,2122,8,13,3,17,0
7,2,41,427,2,34,7,20,263,1532,8,12,9,17,0
7,2,29,224,4,32,3,19,138,2115,8,13,3,17,0
7,2,16,137,2,16,5,20,240,2422,5,53,3,17,0
3,2,41,192,5,21,6,23,247,1216,8,39,9,13,0
2,2,43,405,5,31,6,19,279,2127,8,37,9,13,0
7,3,42,285,4,32,3,13,146,2119,8,13,9,17,0
3,2,39,129,2,22,8,20,243,1488,8,27,9,17,0
7,2,39,128,2,21,8,29,333,2022,8,27,9,17,0
3,4,33,157,5,21,2,11,312,1864,8,68,0,10,0
3,2,34,111,4,21,6,19,259,2122,8,37,3,17,0
3,4,18,319,3,27,2,11,243,1610,8,51,0,11,0
7,2,30,104,2,31,3,29,290,2029,8,59,9,17,0
7,2,44,433,2,34,7,21,157,2117,8,11,3,17,0
3,4,45,165,2,21,5,30,198,1606,8,61,9,11,0
6,4,33,318,3,27,2,11,217,2229,8,18,0,13,0
3,2,39,212,2,22,4,20,353,1515,8,28,9,14,0
3,2,34,155,5,16,5,30,295,2121,8,36,0,16,0
8,2,42,157,4,31,3,29,258,2033,8,60,9,17,0
6,4,33,320,3,27,2,11,218,2416,8,51,3,11,0
7,2,40,415,2,11,8,29,302,2033,8,13,9,17,0
7,2,34,410,2,16,7,20,194,2119,8,34,3,17,0
3,2,28,348,4,16,5,13,235,2118,8,40,3,17,0
7,2,40,229,5,21,6,30,234,1519,8,38,0,16,0
7,2,40,428,2,34,7,20,272,1583,8,12,9,17,0
8,3,20,109,4,16,5,21,221,2404,5,53,3,17,0
5,2,29,224,4,32,6,19,324,1621,8,41,0,16,0
7,2,40,140,2,34,7,21,160,2394,8,12,9,17,0
5,2,29,238,5,16,4,20,323,2124,8,34,0,16,0
8,2,21,115,5,16,5,19,309,2121,8,39,3,16,0
8,2,40,154,4,31,5,29,289,2028,8,60,9,17,0
3,2,39,115,5,20,5,28,309,1799,8,13,9,17,0
8,2,18,434,5,16,4,20,304,1551,8,40,3,17,0
6,4,33,324,3,27,2,11,275,2399,8,50,9,17,0
6,4,33,422,3,21,2,30,119,2395,8,28,2,14,0
6,4,33,319,3,27,2,11,210,2418,8,18,0,13,0
2,2,26,111,2,34,7,23,253,2383,8,12,9,17,0
3,2,41,132,4,31,3,28,288,2036,8,59,9,17,0
3,3,33,111,2,16,5,30,292,1582,8,39,0,16,0
5,2,39,426,2,34,7,20,269,1518,8,27,9,17,0
7,2,42,126,2,31,3,31,289,2044,8,39,9,17,0
2,2,30,111,5,16,3,31,278,2515,8,21,9,17,0
7,2,28,120,2,16,5,21,253,2403,8,53,5,17,0
7,2,30,115,4,30,3,21,281,2497,8,21,9,17,0
3,4,41,416,2,21,4,30,304,1558,8,13,9,17,0
7,2,27,398,2,34,7,20,254,2120,8,13,9,17,0
2,2,41,112,4,16,5,21,304,2404,8,17,9,17,0
3,2,40,108,2,21,6,28,248,1590,8,60,9,17,0
7,2,21,118,4,31,5,23,301,2120,8,60,9,17,0
3,2,42,383,4,16,6,31,306,2119,8,38,0,16,0
8,2,28,377,4,16,5,21,153,2401,8,40,3,17,0
2,2,20,243,4,31,3,29,271,2031,8,13,3,17,0
9,2,41,418,2,34,7,21,252,2416,5,16,9,17,0
7,2,27,136,2,34,7,21,227,2118,8,12,3,17,0
3,2,40,260,4,31,6,29,296,2032,8,28,9,17,0
6,4,34,320,5,21,2,11,269,2256,8,61,0,15,0
7,2,39,105,4,21,5,31,278,2506,8,61,9,17,0
6,4,34,322,3,27,2,11,346,1953,8,51,0,15,0
7,2,17,120,2,17,5,20,290,2427,5,53,9,17,0
3,2,40,114,2,21,8,17,285,1497,8,13,9,17,0
8,2,12,384,4,16,5,20,340,1547,8,38,0,16,0
3,2,42,408,2,24,6,20,261,1616,8,38,0,16,0
3,3,22,202,5,24,6,19,300,2127,8,39,0,16,0
3,2,38,438,2,22,4,20,348,1461,8,27,9,17,0
7,2,26,110,5,16,5,20,291,2408,8,39,6,11,0
2,2,21,383,4,16,5,20,138,2410,8,33,3,16,0
8,2,28,168,5,16,5,20,320,2126,8,39,3,11,0
7,2,41,385,2,34,7,21,269,1582,8,12,9,17,0
5,2,41,304,2,34,7,20,152,1669,8,12,3,17,0
8,2,20,248,4,30,5,32,285,2119,8,40,9,17,0
7,2,30,112,5,16,5,13,318,2390,8,60,9,17,0
3,2,39,113,4,21,5,28,260,2026,8,12,9,17,0
6,4,33,318,3,27,2,11,221,2420,8,18,3,14,0
5,2,20,410,2,34,7,21,278,1886,8,12,3,17,0
8,4,20,112,5,31,6,31,186,2415,8,60,9,17,0
9,2,41,146,2,34,7,21,234,1645,8,12,3,17,0
7,2,18,219,2,32,3,13,268,2124,8,41,9,17,0
7,2,27,117,4,31,5,21,330,2118,8,17,9,17,0
3,2,21,106,5,16,5,16,301,2123,8,38,0,11,0
8,2,31,367,4,16,5,21,320,2112,8,40,3,17,0
6,4,33,319,3,27,2,11,220,2407,8,43,0,15,0
5,2,41,366,4,16,5,21,319,1558,8,38,7,17,0
3,2,30,113,4,31,3,21,284,2404,8,12,9,17,0
6,4,33,317,3,27,2,11,264,2244,8,61,3,14,0
7,2,43,395,4,17,6,19,233,1621,8,41,0,16,0
3,2,39,314,5,31,3,30,329,1825,8,61,9,17,0
7,2,30,115,5,31,3,13,256,2396,8,60,9,17,0
2,2,43,368,4,16,5,19,215,2105,8,35,0,16,0
5,2,42,392,4,23,6,19,318,2119,8,38,9,17,0
6,4,33,315,3,21,2,11,237,1550,8,61,9,17,0
8,2,20,425,5,31,3,28,266,2033,8,40,9,17,0
7,2,31,126,5,31,3,13,262,2125,8,22,9,17,0
7,2,22,445,4,24,5,19,226,2121,8,37,0,16,0
7,2,40,206,2,11,8,24,139,2008,8,21,9,17,0
6,4,33,319,3,27,2,11,289,2422,8,50,0,15,0
9,2,14,374,2,34,7,21,247,2122,8,12,3,17,0
7,2,27,113,4,31,3,29,221,2404,8,13,9,17,0
8,2,30,113,4,16,5,13,272,2393,5,17,9,17,0
7,2,40,120,2,30,7,31,168,1196,8,58,9,17,0
3,2,40,335,2,22,4,20,198,1443,8,43,0,15,0
8,2,44,271,5,16,5,13,156,2118,8,61,3,17,0
7,2,43,377,4,16,6,32,300,2117,8,37,5,17,0
7,2,27,117,4,31,3,21,218,2114,8,12,9,17,0
6,4,41,319,3,21,2,31,275,2029,8,43,9,17,0
3,2,41,162,5,32,3,28,282,2026,8,17,9,17,0
7,2,42,119,5,30,3,13,259,2036,8,60,9,17,0
3,2,27,156,2,31,3,29,227,2041,8,12,9,17,0
8,2,30,107,4,16,5,21,215,2425,8,37,3,11,0
3,2,41,173,5,21,5,17,342,1537,8,40,9,17,0
7,2,31,398,2,32,3,21,189,2118,8,40,3,17,0
5,2,41,419,4,16,7,20,245,2120,8,39,0,16,1
8,2,21,263,4,16,5,13,170,2116,8,42,9,16,0
8,3,31,121,5,30,3,13,272,2118,8,41,9,17,0
6,4,33,322,3,27,2,11,297,2249,8,50,0,13,0
7,2,43,344,4,31,5,19,209,1578,8,17,3,17,0
5,2,40,121,4,16,7,20,245,2411,8,48,3,17,0
2,2,40,272,4,17,4,20,237,1647,8,28,2,15,0
8,2,22,288,5,16,5,19,312,2120,8,40,3,13,0
7,2,17,121,4,32,3,13,266,2118,8,13,9,17,0
7,3,21,117,4,31,3,13,270,2123,8,12,9,17,0
5,2,43,121,4,16,5,20,320,2121,8,37,3,17,0
8,3,39,292,5,17,4,20,334,1542,8,40,0,16,0
3,2,40,195,5,21,3,30,298,2023,8,12,9,17,0
4,3,40,114,2,22,4,31,349,1484,8,27,9,17,0
7,3,44,374,4,32,6,17,336,2118,8,42,9,16,0
3,2,30,106,5,31,3,13,277,1145,8,60,8,17,0
7,2,42,161,4,31,3,29,281,2053,8,12,9,17,0
3,2,39,375,2,21,8,17,340,1491,8,27,9,17,0
4,2,16,110,4,21,5,20,326,1626,8,54,3,17,0
7,3,22,120,5,30,3,13,263,2121,8,60,9,17,0
7,2,22,400,4,34,7,20,231,2123,8,37,0,17,0
7,2,41,377,2,21,6,36,279,1604,8,13,9,17,0
3,2,29,120,2,21,5,20,205,1531,8,28,9,10,0
7,2,42,208,2,31,5,21,281,2121,8,60,9,17,0
7,2,13,125,2,16,5,21,213,2421,8,53,3,17,0
7,2,41,131,2,34,7,21,131,2418,8,12,9,17,0
4,2,21,170,5,31,3,13,237,2112,8,37,9,17,0
3,2,43,209,5,16,5,13,302,2120,8,36,9,17,0
3,3,31,261,4,16,5,13,302,2120,8,41,3,17,0
3,2,39,118,2,22,4,23,347,1796,8,28,9,17,0
6,4,34,321,3,27,2,11,348,2279,8,63,0,15,0
8,3,21,250,5,16,5,20,183,2121,8,40,3,15,0
9,2,17,137,2,34,7,21,113,2411,5,52,3,17,0
7,2,30,110,5,31,3,29,282,2389,8,22,9,17,0
7,2,43,443,2,34,7,20,260,2120,8,37,3,17,0
7,2,41,446,4,31,3,32,290,2034,8,13,9,17,0
3,2,28,372,2,16,5,21,169,2116,8,11,3,17,0
6,4,34,316,3,27,2,11,349,1917,8,43,0,11,0
5,2,33,130,2,17,4,20,348,1485,8,27,9,17,0
6,4,29,318,3,27,2,30,234,1613,8,21,0,12,0
3,2,40,118,5,21,5,30,302,1808,8,39,9,12,0
7,3,39,461,2,16,6,20,261,1645,8,38,9,17,0
7,2,39,116,2,11,8,17,133,1495,8,12,9,17,0
7,3,44,242,5,31,6,30,299,2126,8,38,9,17,0
5,2,44,421,2,16,6,19,265,1649,8,41,0,16,0
7,3,16,111,4,30,3,17,268,2389,8,13,9,17,0
3,2,41,225,4,16,6,20,325,2123,8,40,9,16,0
8,3,39,439,5,17,6,20,224,1865,8,37,0,16,0
5,2,41,415,2,16,4,20,235,1592,5,53,3,17,0
7,2,41,405,2,34,7,20,235,2119,8,12,9,10,0
3,2,30,109,4,16,5,13,295,1586,8,22,9,17,0
7,2,42,113,5,31,3,13,268,2409,8,21,9,17,0
8,2,31,268,4,31,3,13,312,2119,8,39,3,17,0
7,2,39,109,2,21,4,16,250,1538,8,12,9,17,0
8,2,44,296,4,16,5,19,178,2122,8,36,0,16,0
4,2,30,156,5,30,3,29,255,2116,8,13,9,17,0
7,2,39,445,2,11,8,23,253,1503,8,12,9,17,0
3,2,26,111,4,21,6,31,354,1589,8,27,9,17,0
3,2,39,428,5,22,4,31,162,1832,8,40,0,15,0
3,4,41,302,2,21,2,16,227,2021,8,28,9,17,0
2,2,16,110,5,16,5,21,337,2399,8,53,9,17,0
8,4,30,107,5,31,3,13,250,2414,8,22,9,17,0
9,2,26,428,2,34,7,21,222,2414,5,11,5,17,0
6,4,34,321,3,27,2,11,334,2445,8,54,3,11,0
8,2,28,420,4,16,5,21,211,2112,8,39,3,17,0
6,4,33,318,5,21,5,16,326,2414,8,50,3,17,0
5,2,40,427,2,34,7,20,248,1551,8,11,6,17,0
7,2,45,110,5,16,5,20,283,1146,8,39,9,11,0
7,2,41,107,4,30,3,13,272,2030,8,12,9,17,0
6,4,33,111,3,21,2,11,270,2404,8,22,9,17,0
5,2,13,400,2,17,4,20,248,1597,8,37,0,15,0
6,4,19,313,3,21,2,31,314,1153,8,68,9,13,0
4,2,21,361,2,16,5,19,310,2120,8,40,9,17,0
5,2,41,390,4,16,5,21,205,2409,5,53,3,17,0
8,2,28,390,2,16,5,20,207,2120,8,37,3,11,0
3,2,41,298,5,23,6,29,333,1615,8,38,9,17,0
3,2,40,127,2,21,8,20,254,2029,8,28,9,17,0
8,2,17,324,5,16,5,20,257,2121,8,38,9,11,0
2,2,40,100,4,16,5,21,272,2400,8,12,9,17,0
8,2,31,112,4,16,5,21,262,2115,8,39,3,17,0
2,2,40,446,2,16,8,20,232,1690,8,35,3,17,0
9,2,17,416,2,34,7,21,117,1607,8,12,3,17,0
7,2,27,118,4,31,3,29,284,2120,8,13,9,17,0
7,2,40,113,5,21,5,31,204,2027,8,28,9,17,0
7,2,44,191,5,31,3,30,286,2125,8,40,9,17,0
5,2,40,110,4,21,6,28,284,2512,8,12,9,17,0
2,2,30,112,5,31,3,35,276,2027,8,49,9,17,0
7,3,30,170,5,30,3,29,254,2117,8,60,9,17,0
3,2,33,108,2,21,4,23,235,1809,8,28,9,17,0
7,3,42,445,5,20,6,19,304,1688,8,34,0,16,0
3,3,42,385,2,21,6,19,235,1604,8,39,9,17,0
7,2,31,112,5,31,3,13,288,2118,8,22,9,17,0
3,2,21,108,5,31,3,29,335,1621,8,40,9,17,0
2,2,22,116,2,31,3,36,332,2116,8,61,3,17,0
9,2,39,144,2,34,7,20,233,2385,8,26,9,17,0
3,2,41,439,5,21,4,20,343,2022,8,39,0,16,0
4,2,44,116,4,31,3,21,298,2121,8,13,3,17,0
2,2,21,385,2,34,7,21,254,2125,8,13,9,17,0
5,2,42,313,5,16,5,30,215,1723,8,31,0,16,0
6,4,33,313,3,27,2,11,343,1591,8,51,9,17,0
3,2,41,122,2,16,5,20,302,2116,8,37,9,17,0
6,4,26,317,3,27,2,11,253,2415,8,54,3,16,0
7,2,31,102,5,30,3,21,326,2400,8,59,9,17,0
3,4,40,119,3,21,4,30,311,1484,8,61,9,17,0
6,4,33,320,3,27,2,11,227,2415,8,68,0,15,0
5,2,40,419,2,34,7,20,251,1605,8,12,9,17,0
8,3,31,119,4,31,5,13,263,2118,8,62,9,17,0
7,2,40,108,2,34,7,21,169,2397,8,12,9,17,0
7,2,44,237,4,32,6,19,298,2127,8,41,9,17,0
7,2,27,108,4,31,3,29,272,2112,8,60,9,17,0
5,2,32,425,5,18,4,20,309,1766,8,27,0,16,0
3,2,42,118,2,21,8,23,338,1483,8,28,9,17,0
3,4,33,111,2,22,4,31,351,2390,8,28,9,17,0
3,2,41,120,5,31,6,30,245,2036,8,39,9,17,0
3,3,33,415,3,11,2,11,346,1565,8,28,0,10,0
3,2,41,369,2,11,8,23,242,1567,8,13,9,17,0
3,2,39,430,2,22,4,20,347,1721,8,27,9,17,0
7,2,22,362,4,16,5,18,307,2121,8,41,3,17,0
3,2,16,215,5,22,5,20,308,1602,8,39,9,11,0
3,2,40,134,2,11,8,24,267,2032,8,12,9,17,0
5,2,40,397,2,34,5,20,222,1593,8,28,9,17,0
7,2,41,104,2,21,8,13,254,1612,8,13,9,17,0
7,2,21,370,2,35,7,21,177,2119,8,13,7,17,0
7,2,30,253,5,31,3,31,265,2031,8,60,9,17,0
5,2,41,431,2,34,7,21,208,1682,8,12,3,17,0
8,4,25,115,5,16,2,30,330,2122,8,40,9,11,0
6,4,33,317,3,27,2,11,216,1880,8,18,0,15,0
6,4,33,321,3,27,2,11,132,2262,8,51,0,17,0
3,2,40,434,4,21,4,23,348,1523,8,27,9,17,0
7,2,27,117,5,30,3,29,269,2537,8,67,9,17,0
5,2,39,124,2,22,4,20,355,1817,8,26,9,14,0
3,4,33,109,4,17,5,23,223,1871,8,55,0,11,0
8,3,41,113,5,21,3,28,294,2216,8,39,9,16,0
8,4,31,147,5,16,5,12,304,2118,8,38,3,16,0
8,2,17,118,4,16,3,20,313,2120,8,13,9,17,0
7,2,21,178,5,31,3,13,278,2121,8,40,9,17,0
7,2,22,391,4,16,5,21,208,2116,8,34,9,17,0
5,2,17,109,4,16,5,13,298,2111,8,60,3,17,0
5,2,43,304,5,24,6,19,269,2128,8,36,0,16,0
5,2,14,416,2,34,7,20,232,2417,8,53,3,16,0
3,2,40,119,5,23,6,29,241,1561,8,13,9,17,0
7,2,42,349,4,34,7,28,259,2118,8,13,9,17,0
3,2,26,112,4,17,5,21,302,2214,8,53,9,17,0
5,2,41,435,2,20,7,20,275,1615,8,39,0,16,0
3,2,33,102,5,31,3,35,296,2496,8,60,9,17,0
5,2,40,458,2,17,7,20,228,1643,8,34,5,17,0
6,4,33,203,3,27,2,11,218,2385,8,51,3,17,0
7,2,31,119,4,16,5,21,322,2116,8,12,9,17,0
3,4,33,316,3,27,2,30,308,2039,8,60,0,17,0
3,2,40,429,2,21,6,28,334,2033,8,13,9,13,0
7,2,12,125,2,34,8,21,217,1506,8,11,9,17,0
3,2,40,193,5,11,3,34,277,2123,8,60,9,17,0
8,2,25,110,4,16,5,21,280,2408,8,54,3,14,0
2,2,41,424,2,34,7,21,241,2416,8,12,3,17,0
8,2,40,126,2,34,5,20,221,1604,8,13,9,17,0
3,2,41,112,5,21,6,20,278,2403,8,54,9,17,0
9,2,42,427,2,34,7,21,238,1622,5,52,9,17,0
7,2,39,131,5,31,3,30,343,2035,8,68,9,17,0
5,2,21,221,4,20,6,32,323,2122,8,38,0,16,0
8,2,39,120,2,21,8,23,129,1533,8,60,9,17,0
5,2,42,123,2,16,5,20,313,2410,8,53,3,17,0
3,2,40,298,2,22,4,31,223,1797,8,28,9,15,0
7,2,21,160,4,30,3,29,273,2115,8,13,9,17,0
6,4,33,156,3,21,2,31,249,2022,8,62,9,17,0
5,2,41,152,2,34,7,20,252,2116,8,12,3,17,0
9,2,25,434,2,34,7,20,217,2126,5,52,5,17,0
6,4,33,315,3,27,2,11,318,2393,8,18,9,17,0
8,2,30,112,4,16,5,17,316,2403,8,17,9,17,0
7,2,41,394,5,31,3,13,265,2029,8,60,9,17,0
9,2,20,424,2,34,7,21,346,1582,8,12,9,17,0
2,3,22,422,4,32,5,19,211,2126,8,37,9,16,0
8,2,18,435,5,16,6,20,344,1561,8,40,0,16,0
7,3,40,117,2,22,4,20,353,1796,8,28,9,17,0
8,2,21,397,4,16,5,19,201,1530,8,36,0,16,0
7,3,21,120,4,16,3,29,316,2118,8,13,9,17,0
7,2,31,116,4,30,3,29,330,2117,8,13,9,17,0
7,2,13,402,2,34,7,20,211,2411,5,53,5,11,0
8,2,22,428,4,16,5,19,156,2119,8,34,0,16,0
3,4,33,103,5,31,3,13,280,2415,8,61,9,17,0
8,2,30,110,4,16,5,21,285,2406,8,37,3,11,0
7,2,40,121,2,24,6,20,252,2039,8,18,9,17,0
7,2,41,291,2,34,7,20,338,1622,8,12,7,17,0
7,2,26,121,4,11,5,21,217,2409,8,53,5,17,0
7,2,41,138,2,34,7,20,257,1604,8,12,9,17,0
3,3,22,379,4,32,3,35,294,2119,8,41,9,17,0
3,2,39,271,2,21,8,32,231,1468,8,27,9,17,0
3,4,33,317,3,31,3,31,282,2195,8,22,9,17,0
2,2,41,132,2,34,7,20,167,1683,8,12,9,17,0
8,3,30,111,2,16,5,11,226,2407,8,60,3,11,0
7,2,28,185,4,33,3,13,193,2119,8,42,3,17,0
7,4,40,104,4,31,3,13,284,2031,8,22,9,17,0
3,2,40,106,4,21,3,17,166,2389,8,12,9,17,0
3,2,39,220,5,21,6,30,290,2018,8,17,9,15,0
3,2,39,173,2,21,6,29,181,1621,8,17,9,17,0
8,2,28,110,4,16,5,21,306,2391,5,54,5,17,0
7,2,39,112,5,31,3,29,307,2033,8,21,9,17,0
3,4,40,110,5,21,2,23,337,2205,8,60,9,17,0
5,2,30,109,4,16,5,13,280,2117,8,60,9,17,0
5,2,28,424,2,34,7,21,218,2118,8,12,3,17,0
7,2,27,167,4,31,3,29,276,2034,8,12,9,17,0
5,2,40,409,2,17,7,20,224,1595,8,41,0,16,0
3,2,40,431,5,21,4,22,335,1454,8,28,9,17,0
7,2,41,127,2,34,5,21,319,2420,8,53,9,17,0
7,2,41,385,2,16,5,20,234,1836,8,12,9,17,0
3,4,33,104,3,21,2,31,223,2394,8,22,9,16,0
7,2,40,196,2,31,3,29,308,2124,8,13,9,17,0
3,2,40,429,4,16,5,28,307,1189,8,41,9,17,0
8,2,22,131,4,17,5,20,215,2125,8,32,0,16,0
8,2,31,249,5,16,5,13,286,2117,8,38,5,17,0
7,2,21,115,2,34,7,21,258,1644,8,59,9,17,0
5,3,42,388,2,34,7,20,223,2121,5,35,3,17,0
8,2,33,112,4,16,5,20,305,2410,5,54,5,11,0
7,2,43,445,2,21,6,19,259,1670,8,12,9,17,0
7,2,43,414,2,16,5,19,237,2114,8,36,0,17,0
2,2,22,264,5,31,3,19,309,2119,8,37,9,17,0
3,2,39,123,2,21,4,20,239,1488,8,28,9,15,0
5,2,42,391,2,16,7,21,277,2120,8,12,3,17,0
3,2,20,161,4,16,3,29,321,2116,8,61,9,17,0
2,2,42,112,4,16,5,20,291,2117,8,34,0,11,0
5,2,14,133,2,34,7,21,154,2394,8,53,5,17,0
3,2,40,109,5,21,3,29,269,2388,8,58,9,17,0
