u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_rn,e_section,cillabel,pro,label
14,17,14,17,2,-1,98,0,9,10,19,527,6,1,1,0,0,0
14,11,14,17,0,2410,218,3,9,13,19,531,7,1,1,0,0,0
14,17,14,17,0,2351,131,0,8,13,19,510,7,1,1,0,71,1
16,17,15,17,4,304,173,0,1,11,19,1340,7,1,1,0,0,0
14,17,14,17,7,3,38,3,9,13,19,645,11,1,0,0,0,0
16,11,15,11,4,8,167,9,1,11,19,903,7,1,1,0,100,0
14,17,13,17,5,4,81,0,0,11,19,225,6,3,0,0,0,0
16,17,13,17,4,3,166,0,0,11,11,973,11,7,0,0,0,0
10,17,13,17,7,5,76,6,1,11,19,97,2,7,0,0,0,0
10,11,13,15,0,4,55,3,8,13,19,830,19,1,0,0,0,0
14,17,13,17,2,868,219,0,0,13,2,838,7,1,0,0,0,0
16,17,13,17,2,2899,208,0,0,13,16,1091,8,3,0,0,0,0
16,17,13,10,2,2614,170,9,6,13,19,190,10,6,0,0,0,0
10,11,13,11,0,1623,167,3,1,11,19,974,17,1,1,0,102,1
14,11,14,17,0,1,97,4,9,13,19,572,11,1,1,0,0,0
10,11,13,17,3,845,49,0,7,11,19,958,7,1,1,0,101,0
14,11,13,17,9,1420,210,0,1,13,19,970,4,3,0,0,101,1
16,17,13,17,1,1,170,0,1,11,19,1464,6,1,1,0,0,0
16,17,11,17,1,359,145,0,0,13,19,1280,13,1,0,0,0,0
14,17,13,17,7,2396,112,0,1,11,19,562,6,1,1,0,100,1
13,17,13,11,5,5,62,8,1,11,19,1402,18,1,0,0,0,0
10,17,17,17,7,848,168,0,6,11,19,960,21,1,0,0,0,0
14,11,14,10,0,2020,233,6,9,13,19,578,7,1,1,0,0,0
11,17,15,11,2,1,56,9,9,11,19,1386,19,1,0,0,0,0
14,17,16,17,9,3275,214,0,0,13,19,86,7,4,0,0,0,0
13,15,15,11,0,3,59,9,1,11,19,1354,6,1,1,0,0,0
14,17,14,10,0,1528,197,3,9,13,19,553,7,1,1,0,0,0
10,17,15,17,7,347,168,0,0,11,19,1025,7,1,1,0,0,0
14,17,14,15,0,0,103,3,6,13,19,533,13,1,0,0,0,0
16,17,15,15,0,1633,166,0,0,11,19,1356,7,1,0,0,0,0
14,17,14,17,8,2380,205,7,1,13,19,598,11,1,0,0,0,0
14,11,14,15,0,2,21,6,9,13,19,643,9,1,0,0,0,0
11,15,15,17,0,0,99,0,9,11,19,1364,6,1,1,0,0,0
10,15,14,15,0,2,11,6,9,13,19,873,9,1,0,0,0,0
14,17,14,17,5,4,98,5,9,10,19,1258,6,1,1,0,0,0
15,16,12,16,0,2,15,9,1,11,19,1301,6,1,1,0,0,0
14,17,14,17,2,-1,100,4,9,13,19,1211,6,2,0,0,0,0
10,11,13,10,0,1363,47,6,1,11,19,994,13,1,0,0,0,0
16,17,13,17,4,3,153,5,6,11,19,1375,10,1,0,0,0,0
14,11,14,11,0,0,96,0,5,14,19,562,15,15,0,0,40,0
14,17,13,12,3,0,111,7,9,13,19,527,10,1,0,0,0,0
10,17,14,17,7,2,22,3,1,13,19,611,10,6,0,0,0,0
14,17,14,17,0,-2,109,5,9,10,11,655,6,1,1,0,0,0
14,17,14,15,0,2,38,6,9,13,19,558,14,1,0,0,0,0
10,15,13,11,0,2839,57,9,1,11,19,1368,2,3,0,0,0,0
10,11,15,11,0,2553,47,9,1,11,19,1361,7,1,1,0,0,0
16,11,13,14,3,0,98,2,9,11,19,272,6,2,1,0,0,0
16,15,13,13,0,1623,168,0,0,11,19,1214,6,1,1,0,0,0
14,13,13,10,0,1,98,0,9,14,19,1280,6,1,1,0,0,0
16,17,14,17,7,2520,19,3,1,13,19,966,10,3,0,0,0,0
14,17,13,17,3,-2,98,0,9,14,19,1213,10,1,1,0,0,0
14,11,14,17,0,2421,221,0,9,13,19,1323,14,2,0,0,0,0
14,17,13,17,2,2,105,0,1,10,3,578,13,1,0,0,0,0
16,15,13,10,0,-1,53,0,9,14,19,385,6,1,1,0,0,0
14,11,10,10,0,4,44,6,9,11,19,821,6,1,1,0,0,0
14,17,13,17,7,2,3,7,6,11,19,618,2,10,0,0,0,0
14,17,14,17,2,2,16,7,6,12,19,34,2,8,0,0,0,0
16,17,13,10,2,-2,169,0,5,13,19,1336,7,1,1,0,0,0
14,11,14,10,0,327,216,6,9,13,19,577,7,1,1,0,0,0
10,17,15,12,4,1434,167,0,1,11,19,1403,7,1,0,0,0,0
14,17,14,10,0,0,57,5,9,14,19,551,6,1,1,0,0,0
14,17,14,11,2,1,99,7,9,13,11,545,9,1,0,0,0,0
14,17,14,17,7,3,14,0,0,13,11,1092,3,3,0,0,0,0
14,13,14,13,0,4,98,4,9,14,19,1258,6,1,0,0,0,0
14,17,14,17,7,7,94,0,6,13,2,560,1,8,0,0,0,0
14,17,14,17,2,0,99,3,9,13,19,614,14,3,0,0,0,0
14,17,14,15,0,2291,16,6,1,13,19,564,19,1,0,0,0,0
14,17,14,17,0,-3,219,0,9,13,19,585,7,1,1,0,0,0
15,15,14,16,0,2,8,0,5,13,19,1377,6,1,1,0,0,0
10,17,13,17,7,12,72,0,1,11,19,982,3,9,0,0,0,0
16,17,15,17,7,862,166,0,0,11,19,568,7,1,1,0,0,0
14,17,13,17,7,-2,83,0,0,10,4,723,18,2,0,0,0,0
15,11,10,10,0,1620,169,9,1,11,19,254,6,1,0,0,0,0
15,16,14,16,0,7,15,9,1,13,19,427,11,13,0,0,0,0
16,13,14,10,0,-4,96,0,5,13,19,1345,6,1,1,0,0,0
14,17,14,17,7,2038,222,0,0,13,19,573,11,4,0,0,0,0
14,11,14,15,0,1940,15,6,9,13,19,1296,7,2,1,0,0,0
14,11,14,17,0,-1,8,4,9,13,19,1286,10,2,0,0,0,0
14,17,14,17,0,-1,44,6,9,13,19,561,20,2,0,0,0,0
14,17,13,17,5,1650,216,0,2,13,19,342,7,2,0,0,0,0
16,17,13,17,2,1,91,0,2,10,19,597,13,1,0,0,0,0
16,11,10,14,0,2150,37,9,9,11,19,962,7,1,1,0,0,0
14,17,13,17,0,-1,110,7,9,11,19,76,6,1,1,0,0,0
11,17,13,10,0,2,98,5,9,14,19,1312,6,1,1,0,0,0
10,17,13,17,2,-2,76,0,9,11,19,972,19,1,0,0,0,0
14,17,13,17,2,0,94,5,9,14,19,63,13,1,0,0,0,0
16,11,15,11,3,7,169,9,6,11,19,919,10,1,0,0,0,0
10,11,13,11,0,1,51,9,9,11,19,7,6,1,1,0,0,0
16,17,15,17,2,1,78,0,6,11,19,283,13,2,0,0,0,0
15,16,10,16,0,6,47,9,1,11,19,1355,6,1,1,0,0,0
14,17,13,17,2,1258,169,0,9,11,19,957,7,1,1,0,0,0
10,17,13,17,3,14,143,7,7,11,19,928,17,6,0,0,101,1
13,17,13,17,2,4,97,9,2,11,19,1375,7,1,0,0,0,0
14,17,13,17,2,0,-7,0,1,13,19,94,2,4,0,0,0,0
14,17,14,11,0,1581,32,6,9,13,19,547,14,1,0,0,0,0
14,17,14,17,7,1601,217,0,9,13,19,506,5,1,0,0,71,1
10,17,13,17,3,0,111,0,9,10,19,990,6,1,1,0,0,0
16,11,10,13,0,641,168,0,0,13,19,1089,7,1,1,0,0,0
16,17,13,17,7,6,67,0,0,10,16,154,12,3,0,0,0,0
14,17,14,17,2,1,94,0,9,10,19,1183,6,1,1,0,0,0
14,17,14,15,7,6,41,0,6,12,19,631,3,8,0,0,0,0
16,17,15,17,7,5,6,9,0,12,19,25,2,4,0,0,0,0
14,11,14,11,7,1709,109,7,8,13,19,569,11,3,0,0,20,1
11,17,13,17,2,3,138,7,9,11,19,72,2,6,0,0,0,0
14,17,14,10,0,-1,7,6,9,13,19,644,11,1,0,0,0,0
14,17,14,17,7,0,42,6,9,13,19,570,18,3,0,0,0,0
14,17,14,17,0,1,35,6,9,13,19,632,19,1,0,0,0,0
10,17,17,17,5,1,51,9,9,11,3,895,18,1,0,0,0,0
14,17,14,17,5,2,112,7,9,10,19,572,6,1,0,0,0,0
16,17,13,17,4,1668,168,0,1,11,19,1003,7,1,1,0,0,0
14,17,13,11,0,2514,217,0,9,13,19,535,7,1,1,0,0,0
16,17,16,10,9,406,165,0,0,13,19,1003,15,1,0,0,0,0
14,17,13,17,2,1649,200,0,9,11,19,642,6,1,1,0,0,0
14,17,13,17,2,0,96,4,5,12,19,255,9,2,0,0,0,0
16,11,13,10,0,3,98,0,9,14,19,237,6,1,1,0,0,0
10,17,13,17,2,-1,107,0,9,10,11,883,6,1,0,0,0,0
14,11,14,10,0,-1,100,6,9,13,19,1187,6,1,1,0,0,0
16,17,15,17,4,1,170,7,1,11,3,1419,2,3,0,0,0,0
10,17,13,17,7,2630,170,0,0,13,19,1003,2,4,0,0,0,0
13,11,10,17,7,1581,1,0,0,13,19,953,10,3,0,0,0,0
14,17,14,11,3,2453,154,3,9,11,19,558,18,1,1,0,0,0
16,17,13,17,3,1260,51,2,9,11,19,105,13,1,1,0,0,0
15,16,14,16,0,-2,48,3,7,13,19,444,17,1,0,0,0,0
15,16,11,16,0,-10,95,0,1,11,19,1363,6,1,1,0,0,0
16,17,13,17,3,4,94,2,6,11,19,554,12,1,0,0,74,1
10,17,13,17,7,6,19,7,9,13,19,823,2,3,0,0,0,0
10,17,15,17,4,3,165,0,1,11,19,1449,7,1,0,0,0,0
10,17,13,17,7,845,139,0,1,13,2,680,20,6,0,0,0,0
16,15,13,15,0,-1,170,9,7,11,19,286,6,2,1,0,0,0
14,17,13,11,3,2,56,0,7,11,19,214,6,1,1,0,41,1
14,17,14,11,7,403,142,0,4,13,19,576,11,1,1,0,0,0
11,17,13,17,5,0,98,4,9,11,19,250,6,2,1,0,0,0
14,17,13,11,2,5,137,7,2,11,19,548,1,3,0,0,101,1
13,17,13,11,0,2443,167,0,2,11,19,218,7,1,1,0,71,1
16,15,15,12,0,2,170,9,1,11,19,1354,2,1,0,0,0,0
15,16,11,16,0,4,55,9,1,13,19,339,9,1,0,0,0,0
10,11,17,11,4,8,55,0,1,11,19,1402,19,1,0,0,0,0
14,17,14,17,5,4,60,3,9,13,19,535,9,1,0,0,0,0
15,15,15,13,0,0,171,9,1,11,19,1315,10,1,1,0,0,0
11,17,15,17,4,8,169,0,1,11,19,921,10,1,0,0,0,0
14,11,10,11,0,2111,46,3,9,13,19,517,6,1,1,0,0,0
14,11,14,11,0,2677,35,6,9,13,19,582,19,1,0,0,0,0
16,17,15,17,4,8,174,0,0,11,19,1383,3,5,0,0,0,0
14,11,13,15,0,4,15,9,6,13,19,341,10,1,0,0,0,0
10,17,13,17,9,-2,64,0,1,13,16,1011,16,1,0,0,0,0
16,17,13,10,0,437,170,9,1,11,19,1376,7,1,1,0,0,0
14,17,14,10,0,2246,170,0,9,13,19,1133,7,1,1,0,0,0
16,17,13,11,3,837,170,3,9,11,19,917,7,1,0,0,0,0
14,17,10,17,2,2,15,6,9,13,19,833,10,1,0,0,0,0
10,17,13,17,7,1656,73,0,0,10,16,1287,17,2,0,0,0,0
10,17,13,17,2,2321,145,0,9,11,19,1003,19,1,0,0,0,0
10,17,13,17,2,-1,110,0,9,11,19,559,6,1,1,0,0,0
16,17,13,17,2,1,78,0,9,10,11,1208,19,1,0,0,0,0
16,11,15,10,4,1335,164,0,1,11,19,1326,7,17,0,0,0,0
15,16,15,16,0,-1,48,9,1,11,19,205,6,1,1,0,0,0
14,17,13,17,2,4,7,9,9,12,19,94,9,1,0,0,0,0
10,11,13,15,0,2900,55,9,9,11,19,216,10,2,0,0,0,0
14,17,14,17,0,1642,52,3,2,13,19,547,11,1,0,0,0,0
15,16,15,16,0,1161,167,9,1,11,19,1352,6,1,1,0,0,0
14,17,13,17,7,1724,218,8,6,13,19,36,10,4,0,0,0,0
10,11,13,13,8,2436,51,9,7,11,19,236,7,5,0,0,20,0
16,17,13,10,0,1599,170,9,4,11,19,1322,7,1,1,0,0,0
14,17,14,17,7,-1,15,3,9,14,19,854,5,1,0,0,0,0
11,17,13,10,5,4,66,3,9,11,19,1366,10,1,0,0,0,0
10,17,13,11,0,6,111,0,9,11,11,1022,18,1,0,0,0,0
15,16,15,16,0,2,167,9,1,11,19,1435,2,3,0,0,0,0
15,16,14,16,0,2,98,8,5,13,19,384,9,2,0,0,0,0
14,17,14,17,2,4,-8,0,6,13,19,52,5,8,0,0,0,0
16,17,13,17,2,0,65,7,0,12,19,77,2,4,0,0,0,0
14,17,13,17,7,-1,123,0,7,11,19,610,7,1,1,0,101,1
14,17,14,17,0,-1,112,6,9,13,19,581,6,1,1,0,0,0
14,17,14,17,0,5,11,0,0,13,19,651,10,1,0,0,0,0
14,11,14,15,0,3040,50,6,9,13,19,834,20,1,0,0,0,0
14,11,14,10,0,870,220,0,0,13,19,561,7,1,1,0,0,0
16,16,15,16,0,309,94,4,3,14,19,1095,6,1,1,0,0,0
14,17,14,17,7,1776,77,0,1,13,2,593,10,7,0,0,0,0
16,11,13,17,9,330,169,0,9,11,19,1158,7,1,1,0,0,0
14,17,14,14,0,2,98,6,9,13,19,487,9,1,0,0,73,0
14,17,13,17,2,-1,72,7,1,10,19,890,15,1,0,0,0,0
10,11,12,15,0,1171,139,6,1,13,19,601,7,1,0,0,0,0
16,11,13,15,0,3,14,9,9,14,19,327,6,1,1,0,0,0
16,15,13,15,3,6,61,9,1,11,19,200,5,3,0,0,0,0
14,11,14,11,0,4,57,3,1,13,19,226,9,1,0,0,0,0
10,17,15,11,4,2620,167,0,9,11,19,961,20,1,0,0,0,0
10,17,12,17,7,324,141,0,0,13,19,968,10,1,0,0,0,0
14,17,14,17,0,-2,98,0,9,14,19,1225,6,1,1,0,0,0
14,17,13,17,7,8,217,0,3,13,16,1265,5,3,0,0,0,0
14,17,14,13,3,1,15,8,9,13,19,44,7,1,0,0,0,0
14,11,14,10,0,2,46,0,9,13,19,564,6,1,1,0,0,0
16,15,13,12,0,0,98,9,7,14,19,1078,6,1,1,0,0,0
16,17,13,17,9,1,125,0,0,11,11,950,10,14,0,0,101,1
15,16,13,16,0,6,69,9,1,13,19,906,2,4,0,0,0,0
14,11,14,15,0,1,99,6,9,13,19,563,17,1,0,0,21,1
16,17,15,17,3,3,100,0,9,14,19,224,6,1,1,0,0,0
14,11,13,11,0,2117,50,9,8,13,19,808,7,1,0,0,0,0
14,17,14,17,0,-1,18,6,9,13,19,543,6,1,1,0,0,0
15,16,13,16,0,-1,49,9,9,13,19,421,14,2,0,0,0,0
11,17,13,17,2,1,111,7,9,10,19,838,6,1,1,0,0,0
14,17,14,17,0,0,29,0,9,13,19,593,20,1,0,0,0,0
14,17,13,17,2,4,-6,7,9,11,19,607,9,1,0,0,0,0
15,16,11,16,0,0,97,9,1,11,19,393,6,1,1,0,0,0
14,17,10,17,7,3,7,7,6,13,19,56,2,3,0,0,0,0
14,17,13,17,2,1,74,7,9,10,19,50,10,1,0,0,0,0
14,17,14,15,0,2342,52,3,2,13,19,535,7,1,1,0,0,0
14,17,14,17,2,2,97,4,9,14,19,99,9,1,0,0,0,0
15,15,14,15,0,2134,50,9,5,13,19,299,7,2,1,0,0,0
14,11,14,10,0,889,217,0,9,13,19,1330,7,1,1,0,0,0
11,17,13,11,2,5,155,7,9,11,19,114,11,1,0,0,0,0
14,17,14,11,0,3,109,0,9,10,19,617,6,1,1,0,0,0
14,10,14,15,0,1,18,9,6,13,19,240,14,2,0,0,0,0
14,11,14,15,0,3067,215,0,2,13,19,557,10,3,0,0,0,0
16,11,16,15,9,1116,166,0,0,13,19,941,7,3,0,0,0,0
14,17,13,17,2,-2,113,0,9,10,19,526,6,1,1,0,0,0
14,17,14,17,2,0,93,4,9,10,11,599,9,1,0,0,0,0
16,15,13,10,0,2361,169,9,9,11,19,975,7,1,1,0,0,0
14,17,13,17,5,1,138,0,9,11,2,621,17,1,0,0,0,0
16,17,13,10,7,4,170,9,1,13,2,29,18,4,0,0,0,0
14,17,14,17,0,0,117,6,9,13,19,568,6,1,1,0,0,0
14,17,13,17,3,0,95,4,9,12,19,1188,6,1,0,0,0,0
14,11,13,11,0,4,98,5,9,14,19,240,6,1,0,0,0,0
14,17,14,17,7,518,217,0,2,13,19,565,7,1,0,0,0,0
14,17,14,17,2,3,101,7,9,13,19,472,10,3,0,0,0,0
14,17,14,17,2,1,218,0,9,11,19,533,6,1,0,0,0,0
16,15,15,13,4,0,97,9,1,11,3,315,2,2,0,0,0,0
10,17,13,17,5,-1,97,0,6,11,19,59,10,1,0,0,0,0
10,11,13,17,4,9,73,8,2,11,19,925,1,9,0,0,0,0
14,17,13,17,2,1,16,1,9,12,19,66,18,1,0,0,0,0
14,11,14,10,0,-2,50,6,9,13,19,640,7,1,1,0,0,0
14,17,13,17,2,1628,200,0,9,13,19,1105,10,1,0,0,0,0
14,17,13,17,7,4,15,7,6,11,19,506,4,3,0,0,0,0
14,17,13,17,7,2527,141,7,6,13,19,124,10,5,0,0,0,0
14,17,13,17,2,2,78,7,3,13,19,58,10,7,0,0,0,0
14,17,14,17,2,5,27,7,9,13,19,573,9,17,0,0,0,0
15,16,15,16,0,-3,97,5,1,11,19,1470,6,1,1,0,0,0
16,17,13,17,7,7,4,7,6,12,19,883,2,5,0,0,0,0
16,17,13,17,7,891,75,2,7,11,19,962,10,5,0,0,101,1
14,15,14,11,0,4,61,6,9,13,19,783,10,1,0,0,0,0
14,17,14,17,2,-1,110,0,5,13,19,540,13,1,0,0,0,0
16,17,13,17,2,-1,111,0,9,10,2,108,6,1,0,0,0,0
15,16,11,16,0,2582,40,9,1,13,19,430,18,1,0,0,0,0
14,17,14,17,7,1339,149,0,6,13,19,921,13,3,0,0,0,0
16,17,15,17,4,2562,164,0,1,11,19,943,21,1,0,0,101,1
10,17,13,17,2,5,76,0,0,10,16,857,3,12,0,0,0,0
14,17,13,17,2,2,92,7,9,14,19,1249,10,1,0,0,0,0
16,17,13,17,2,2430,167,0,1,11,19,939,7,1,1,0,0,0
14,17,14,17,7,2,36,6,9,13,19,565,9,1,0,0,0,0
15,16,11,16,0,-1,98,9,1,14,19,312,9,1,0,0,0,0
14,17,13,17,2,3,15,7,9,12,19,97,2,2,0,0,0,0
14,17,14,17,2,7,15,0,9,13,19,883,2,7,0,0,0,0
16,17,13,17,2,5,79,7,9,12,19,263,2,2,0,0,0,0
14,11,14,17,0,5,26,3,9,13,19,518,9,2,0,0,0,0
14,11,14,11,2,1,58,5,6,11,2,77,2,1,0,0,0,0
14,11,14,17,0,1,98,5,9,14,19,17,19,1,0,0,0,0
14,11,14,10,0,1234,224,6,9,13,19,504,7,1,1,0,0,0
16,17,13,17,2,-1,170,7,6,11,11,228,10,3,0,0,0,0
14,11,13,17,0,0,97,0,4,14,19,1169,6,1,1,0,0,0
16,17,13,17,2,-4,73,0,0,11,2,133,2,1,0,0,0,0
10,17,13,15,4,1623,49,3,7,11,2,1004,19,1,0,0,0,0
16,15,13,17,7,2759,58,0,0,13,19,834,2,4,0,0,0,0
16,17,15,15,4,935,169,0,1,11,19,1345,7,3,0,0,0,0
14,11,14,11,0,6,53,6,9,13,19,612,16,1,0,0,0,0
15,16,15,16,0,1120,167,0,6,11,19,318,7,1,1,0,0,0
14,17,13,17,3,0,58,0,2,11,19,37,13,1,1,0,0,0
14,17,14,15,0,-2,101,6,9,13,19,554,6,1,1,0,0,0
10,17,13,17,2,2080,131,0,0,13,16,1029,11,1,0,0,99,1
16,10,15,13,0,1315,169,0,6,11,19,1325,6,1,1,0,0,0
14,17,13,11,5,5,52,7,2,11,19,561,17,1,0,0,101,1
16,17,13,17,3,-5,77,0,9,11,19,1234,7,1,1,0,0,0
16,11,14,17,0,229,95,0,0,13,19,1191,7,2,1,0,0,0
14,11,13,10,0,806,168,0,9,11,19,507,6,1,1,0,0,1
14,11,13,11,9,1583,134,3,1,11,19,883,10,4,0,0,21,1
14,11,14,15,0,2,99,4,9,11,19,76,18,1,1,0,0,0
10,17,17,17,2,4,16,7,9,12,19,898,1,3,0,0,0,0
14,17,14,15,0,861,226,3,9,13,19,614,15,1,0,0,0,0
11,17,13,17,0,4,63,9,9,11,19,166,6,1,0,0,0,0
14,11,14,17,0,3,46,3,8,13,19,567,14,3,0,0,0,0
13,17,13,17,2,1,143,7,8,12,11,539,9,1,0,0,0,0
16,17,13,17,2,-1,170,0,6,11,19,547,6,1,1,0,0,0
15,16,11,16,0,2531,52,9,0,11,19,420,6,2,1,0,0,0
16,11,13,15,0,0,58,9,9,13,19,864,13,1,0,0,0,0
14,17,14,17,2,3,14,9,9,14,19,96,6,7,0,0,0,0
14,17,14,17,7,884,137,0,0,13,19,590,8,6,0,0,0,0
16,17,13,17,2,1,77,7,6,11,19,46,2,3,0,0,0,0
15,16,14,14,0,-3,10,9,5,13,19,1255,9,3,0,0,0,0
16,17,13,17,7,8,217,0,0,13,19,616,10,5,0,0,0,0
14,17,13,11,2,3,141,3,8,11,19,586,13,1,0,0,0,0
10,17,15,17,2,3,78,0,0,11,16,1457,13,1,0,0,0,0
14,17,13,11,0,1575,46,3,9,11,19,805,6,1,1,0,0,0
14,11,12,15,6,4,18,3,9,13,19,43,2,3,0,0,0,0
10,11,13,11,0,5,51,9,9,11,19,866,6,1,0,0,0,0
16,17,13,11,2,-1,49,9,1,12,2,888,10,6,0,0,0,0
14,17,14,17,7,801,70,0,1,12,16,612,15,1,0,0,0,0
14,17,13,17,5,4,7,7,6,12,19,815,1,13,0,0,0,0
16,17,15,17,4,391,171,0,1,13,19,248,14,2,0,0,0,0
11,17,13,17,2,4,99,1,9,10,19,1264,6,1,1,0,0,0
14,17,13,17,6,3,16,0,9,10,2,575,6,1,0,0,0,0
16,15,15,16,0,2259,166,9,1,11,19,1345,7,1,1,0,0,0
14,17,14,10,0,-1,53,0,9,11,19,591,6,1,1,0,0,0
14,17,16,17,7,3,79,0,0,13,16,1020,5,3,0,0,0,0
16,17,13,17,7,6,76,0,6,12,16,799,2,4,0,0,0,0
16,17,15,17,7,1681,171,0,1,11,11,259,7,3,0,0,0,0
16,17,15,11,0,0,56,0,9,11,19,1387,6,1,1,0,0,0
14,17,14,11,0,0,112,0,9,10,19,540,6,1,1,0,0,0
14,17,13,17,2,0,4,0,0,10,20,891,2,1,0,0,0,0
16,17,13,17,2,388,119,0,1,12,19,1131,7,1,0,0,0,0
10,17,13,11,7,2,58,3,9,13,19,828,18,1,0,0,0,0
10,17,13,17,9,6,79,0,8,12,19,138,1,8,0,0,0,0
16,16,10,15,0,3,15,6,9,13,19,1291,7,1,0,0,0,0
14,11,14,17,0,-1,99,3,9,14,19,1174,6,2,0,0,0,0
14,17,13,11,5,9,45,8,8,11,19,541,10,2,0,0,0,0
16,15,15,10,0,-4,97,0,9,11,19,1351,6,1,1,0,0,0
14,11,14,15,0,2,28,3,9,13,19,550,9,1,0,0,0,0
14,17,13,17,7,0,99,0,9,10,19,546,6,1,1,0,0,0
14,17,13,17,2,0,98,5,9,11,19,4,10,1,0,0,0,0
14,17,13,17,2,2,80,0,6,11,19,571,13,1,0,0,0,0
14,17,14,17,2,-2,95,2,9,12,19,513,9,1,0,0,0,0
15,16,14,16,0,-1,6,9,3,13,19,1485,6,1,1,0,0,0
13,11,13,12,0,5,50,1,8,11,19,1338,10,1,0,0,0,0
10,17,13,11,7,2953,167,9,1,11,19,1002,11,4,0,0,0,0
14,11,13,17,8,11,13,8,1,12,19,223,1,5,0,0,0,0
10,17,13,17,7,5,79,0,2,11,19,835,2,13,0,0,0,0
11,17,15,13,3,1,173,0,9,11,19,1366,6,1,1,0,0,0
14,17,14,11,0,1741,225,0,9,13,19,540,7,1,0,0,0,0
13,17,13,17,2,-1,79,7,9,10,19,883,6,1,0,0,0,0
15,16,11,16,0,2375,49,9,0,13,19,1363,19,5,0,0,0,0
14,11,13,15,0,2737,141,2,6,13,19,218,19,1,0,0,0,0
14,11,14,11,0,6,49,9,9,11,19,104,15,1,0,0,75,1
14,17,14,17,7,2781,221,0,6,13,19,615,11,4,0,0,0,0
16,17,14,17,2,2850,217,0,0,13,20,1507,7,1,1,0,0,0
10,17,15,17,9,1,70,0,1,11,19,984,2,1,0,0,0,0
10,17,11,11,0,1,51,9,9,11,19,786,16,1,0,0,0,0
14,11,14,17,8,1630,231,0,6,13,19,875,0,7,0,0,0,0
14,17,14,17,5,0,19,0,0,13,19,881,2,10,0,0,0,0
13,11,13,11,0,1556,50,3,9,13,19,751,10,1,0,0,0,0
14,11,14,10,0,2243,17,3,9,13,19,563,10,1,0,0,0,0
14,17,13,11,2,3,-2,7,6,13,19,60,4,5,0,0,0,0
14,17,13,17,0,1,99,3,9,10,19,7,6,1,1,0,0,0
14,17,13,17,7,1742,110,0,9,13,19,39,11,1,0,0,0,0
15,17,15,15,4,11,78,9,6,12,19,877,1,9,0,0,0,0
15,15,15,16,0,1368,166,9,1,11,2,1361,14,1,0,0,0,0
15,15,14,17,0,4,16,6,0,13,19,919,13,1,0,0,0,0
16,17,15,17,4,2,171,0,0,11,19,1473,10,1,0,0,0,0
10,17,13,13,4,1239,167,0,1,11,19,977,7,1,1,0,0,0
14,17,13,17,3,0,96,4,6,14,19,247,6,1,0,0,0,0
16,17,13,17,7,2827,165,6,1,13,19,76,13,6,0,0,0,0
14,17,13,11,8,2,154,9,1,11,19,26,9,1,0,0,0,0
14,15,13,10,0,2198,218,0,7,11,19,1230,6,1,1,0,0,0
16,11,15,17,4,0,57,0,6,12,19,341,3,3,0,0,0,0
14,15,14,10,0,-2,22,9,9,13,19,897,11,2,0,0,0,0
14,17,13,17,2,5,96,0,9,10,19,1363,6,1,0,0,0,0
14,17,14,17,3,-1,17,7,9,13,19,600,9,1,0,0,0,0
15,11,15,12,0,-1,167,9,1,11,19,1363,7,1,0,0,20,1
10,17,13,17,4,3,168,7,7,11,19,980,7,1,1,0,0,0
14,17,14,17,2,1,79,0,0,10,16,660,6,1,1,0,0,0
10,17,15,15,7,7,123,0,1,11,16,926,10,4,0,0,100,1
16,17,13,12,0,824,167,0,3,11,19,1211,7,1,1,0,0,0
14,17,13,17,2,-2,147,7,9,12,19,62,13,3,0,0,0,0
15,16,15,16,4,1,170,0,1,11,19,199,2,3,0,0,0,0
14,11,13,17,2,2,-10,8,9,12,19,93,1,3,0,0,0,0
15,16,14,16,0,4,10,9,1,13,19,657,9,1,0,0,0,0
10,17,13,15,2,6,54,9,9,11,19,1382,13,1,0,0,0,0
14,17,13,10,3,4,98,4,9,14,19,1149,6,1,1,0,0,0
16,17,13,17,4,-1,164,0,0,11,11,1445,6,1,0,0,0,0
15,15,15,16,0,2,169,0,1,11,19,144,6,1,1,0,0,0
14,15,14,14,0,2,34,6,9,13,19,60,9,1,0,0,0,0
14,17,13,11,7,9,100,2,7,11,19,940,11,1,0,0,73,1
14,17,14,10,0,0,153,0,9,13,19,578,16,1,1,0,100,1
10,11,10,11,0,6,60,9,6,11,19,187,2,3,0,0,0,0
10,17,13,11,3,1,169,2,4,11,16,969,12,1,0,0,20,1
14,17,14,10,0,1,99,0,9,14,19,1275,6,1,1,0,0,0
15,16,11,16,0,802,169,0,5,13,19,352,7,2,1,0,0,0
15,11,15,15,4,10,85,9,1,11,19,1366,2,7,0,0,0,0
15,16,14,16,0,3,12,4,9,14,19,1352,6,1,1,0,0,0
16,15,17,10,9,1726,167,0,0,11,19,1386,11,1,0,0,0,0
11,17,15,17,4,-1,69,0,6,10,11,1435,6,1,0,0,0,0
14,17,13,11,7,13,144,0,1,11,19,901,7,1,1,0,0,0
14,17,13,17,2,2,93,6,9,13,19,1220,15,5,0,0,0,0
14,17,14,11,5,3,147,0,8,13,19,495,10,3,0,0,0,0
